Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.4,(+/-1.5),8.1,(+/-2.8),7.1,(+/-2.5),4.4,(+/-2.0),3.1,(+/-1.2),6.3,(+/-2.0),4.8,(+/-2.0),5.9,(+/-1.9),6.5,(+/-2.3),11.3,(+/-3.8),6.9,(+/-2.9),7.2,(+/-2.4),5.7,(+/-2.6),4.5,(+/-1.9),5.9,(+/-2.1),4.4,(+/-2.2),3.9,(+/-1.7),11.9,(+/-3.3),7.1,(+/-2.8),9.8,(+/-3.1),5.9,(+/-2.5),3.8,(+/-1.6),8.0,(+/-3.3),11.1,(+/-3.6),5.5,(+/-1.9),8.8,(+/-2.4),5.5,(+/-2.4),6.9,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.0,(+/-2.6),7.7,(+/-6.0),6.3,(+/-5.2),1.9,(+/-2.2),2.2,(+/-1.8),2.6,(+/-3.2),2.2,(+/-3.1),4.8,(+/-5.3),1.8,(+/-1.9),12.6,(+/-6.4),8.7,(+/-7.5),9.2,(+/-7.8),5.1,(+/-4.4),4.2,(+/-3.9),3.4,(+/-3.2),0.0,(+/-2.8),0.5,(+/-0.8),7.1,(+/-6.7),2.8,(+/-2.8),12.9,(+/-8.4),2.4,(+/-3.4),4.6,(+/-4.1),3.2,(+/-3.5),8.8,(+/-7.1),6.9,(+/-5.1),11.6,(+/-7.3),8.9,(+/-6.2),3.9,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.3,(+/-4.9),24.4,(+/-4.5),25.6,(+/-5.5),23.9,(+/-4.7),22.9,(+/-5.4),20.5,(+/-4.1),17.2,(+/-3.8),16.4,(+/-4.5),19.8,(+/-5.2),21.6,(+/-4.9),24.6,(+/-5.7),20.8,(+/-4.4),15.3,(+/-4.7),17.4,(+/-4.0),25.1,(+/-4.5),19.8,(+/-5.4),14.0,(+/-3.7),28.9,(+/-4.6),12.6,(+/-3.8),26.4,(+/-3.9),19.9,(+/-4.5),19.3,(+/-5.1),21.9,(+/-4.5),22.4,(+/-3.8),16.2,(+/-4.2),17.6,(+/-3.7),15.7,(+/-3.7),17.5,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.2,(+/-8.1),32.4,(+/-6.2),39.2,(+/-7.9),32.0,(+/-6.5),29.4,(+/-7.7),27.9,(+/-7.5),27.4,(+/-6.5),25.0,(+/-7.7),28.3,(+/-9.0),30.5,(+/-6.5),35.8,(+/-8.4),30.8,(+/-7.2),26.4,(+/-7.5),27.2,(+/-6.7),35.1,(+/-6.5),26.5,(+/-7.6),21.1,(+/-6.6),43.2,(+/-6.8),18.3,(+/-6.6),37.0,(+/-6.3),30.4,(+/-7.1),29.6,(+/-8.1),36.1,(+/-7.4),33.5,(+/-6.1),26.2,(+/-6.8),24.2,(+/-5.5),22.4,(+/-5.9),27.9,(+/-6.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.9,(+/-12.0),30.4,(+/-15.3),55.8,(+/-17.8),44.9,(+/-17.8),44.8,(+/-24.4),38.8,(+/-25.0),50.3,(+/-22.4),46.8,(+/-19.1),16.5,(+/-16.6),40.9,(+/-17.6),63.6,(+/-31.8),62.4,(+/-14.8),36.9,(+/-17.5),36.8,(+/-16.1),48.2,(+/-20.2),28.8,(+/-22.3),23.7,(+/-21.4),53.5,(+/-18.9),31.4,(+/-25.6),23.9,(+/-16.0),29.2,(+/-20.6),10.8,(+/-15.5),53.0,(+/-17.1),32.3,(+/-14.8),24.0,(+/-13.9),18.0,(+/-14.0),14.4,(+/-13.6),28.1,(+/-16.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.7,(+/-1.1),16.7,(+/-1.0),17.7,(+/-1.8),13.5,(+/-1.7),8.8,(+/-1.0),13.5,(+/-1.3),10.6,(+/-1.1),10.2,(+/-1.1),11.3,(+/-1.4),15.3,(+/-1.8),10.1,(+/-1.3),12.9,(+/-1.3),11.8,(+/-1.2),13.4,(+/-1.4),13.6,(+/-1.4),10.4,(+/-1.4),9.8,(+/-0.9),17.3,(+/-1.4),10.0,(+/-1.1),17.9,(+/-1.8),10.8,(+/-1.1),10.1,(+/-1.0),11.3,(+/-1.6),17.3,(+/-1.6),11.5,(+/-1.2),13.8,(+/-1.4),12.6,(+/-1.0),12.7,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.3,(+/-2.8),19.6,(+/-2.8),22.3,(+/-4.6),19.1,(+/-3.6),12.1,(+/-2.5),19.9,(+/-4.1),11.6,(+/-2.8),12.2,(+/-3.0),15.0,(+/-3.2),21.5,(+/-4.3),15.5,(+/-3.3),16.5,(+/-2.8),12.2,(+/-3.1),16.7,(+/-3.9),18.7,(+/-3.5),14.4,(+/-3.8),13.2,(+/-2.8),25.8,(+/-3.4),13.8,(+/-2.9),28.1,(+/-4.7),15.6,(+/-2.9),12.1,(+/-3.2),18.2,(+/-4.3),24.4,(+/-3.7),13.1,(+/-2.5),16.7,(+/-2.9),11.5,(+/-2.6),15.2,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",17.8,(+/-2.9),19.5,(+/-2.7),22.2,(+/-4.6),18.9,(+/-3.6),11.9,(+/-2.5),19.1,(+/-4.1),11.3,(+/-2.8),11.4,(+/-2.9),14.7,(+/-3.2),21.0,(+/-4.3),15.2,(+/-3.3),15.4,(+/-2.8),11.6,(+/-2.9),16.0,(+/-3.9),18.4,(+/-3.5),14.2,(+/-3.8),12.5,(+/-2.8),25.6,(+/-3.4),13.5,(+/-2.9),27.9,(+/-4.7),15.3,(+/-2.9),11.7,(+/-3.2),17.9,(+/-4.3),24.1,(+/-3.8),13.0,(+/-2.5),16.5,(+/-2.9),11.3,(+/-2.6),14.9,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.5,(+/-4.9),21.5,(+/-4.5),26.1,(+/-7.3),24.6,(+/-5.4),16.1,(+/-4.7),26.9,(+/-6.9),11.1,(+/-4.5),13.0,(+/-4.4),12.8,(+/-5.3),26.8,(+/-7.8),18.6,(+/-6.3),25.8,(+/-5.8),14.0,(+/-4.4),21.5,(+/-6.0),18.1,(+/-4.6),14.6,(+/-5.8),11.3,(+/-4.4),29.6,(+/-6.9),14.6,(+/-5.5),28.5,(+/-7.7),18.0,(+/-5.0),12.1,(+/-5.6),20.1,(+/-6.8),25.6,(+/-5.5),14.0,(+/-4.4),18.3,(+/-5.3),13.1,(+/-5.0),16.7,(+/-5.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",16.8,(+/-3.0),18.8,(+/-3.3),20.9,(+/-4.4),16.9,(+/-3.9),10.4,(+/-2.6),16.4,(+/-4.1),11.4,(+/-3.0),11.0,(+/-3.3),15.4,(+/-3.5),18.7,(+/-3.9),14.2,(+/-3.2),11.9,(+/-2.6),10.8,(+/-3.0),13.7,(+/-3.7),18.4,(+/-4.1),14.1,(+/-3.6),12.9,(+/-3.1),24.3,(+/-3.3),13.1,(+/-3.2),27.6,(+/-4.3),14.4,(+/-3.0),11.6,(+/-3.3),17.1,(+/-4.5),23.5,(+/-4.1),12.7,(+/-2.8),15.9,(+/-3.1),10.6,(+/-2.7),14.3,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.9,(+/-0.9),15.9,(+/-0.8),16.5,(+/-1.3),11.7,(+/-1.3),8.0,(+/-0.8),12.2,(+/-1.0),10.4,(+/-0.9),9.8,(+/-1.0),10.2,(+/-1.1),13.7,(+/-1.5),8.7,(+/-1.1),12.1,(+/-1.2),11.7,(+/-1.0),12.6,(+/-1.1),12.2,(+/-1.1),9.4,(+/-1.0),9.2,(+/-0.7),14.9,(+/-1.2),9.3,(+/-1.0),15.1,(+/-1.3),9.7,(+/-0.9),9.7,(+/-0.8),9.6,(+/-1.1),15.5,(+/-1.2),11.1,(+/-1.1),13.1,(+/-1.2),12.8,(+/-1.0),12.0,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.6,(+/-1.5),10.1,(+/-1.4),12.1,(+/-1.8),12.0,(+/-2.1),8.6,(+/-1.3),9.9,(+/-1.3),10.0,(+/-1.4),9.3,(+/-1.4),13.0,(+/-2.1),14.0,(+/-2.7),7.3,(+/-1.4),12.1,(+/-1.6),13.1,(+/-1.5),16.8,(+/-2.1),12.5,(+/-2.0),8.9,(+/-1.7),9.3,(+/-1.1),12.7,(+/-1.6),8.6,(+/-1.0),17.3,(+/-2.2),10.6,(+/-1.6),11.3,(+/-1.4),10.5,(+/-1.7),21.1,(+/-2.5),15.3,(+/-2.2),18.4,(+/-2.0),20.7,(+/-2.2),15.3,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.3,(+/-1.4),11.7,(+/-1.3),12.5,(+/-2.1),11.5,(+/-1.9),6.9,(+/-1.1),10.0,(+/-1.5),7.2,(+/-1.3),7.4,(+/-1.3),9.1,(+/-1.6),12.1,(+/-2.2),8.5,(+/-1.4),9.8,(+/-1.4),7.3,(+/-1.3),9.3,(+/-1.6),10.8,(+/-1.7),8.3,(+/-1.7),6.6,(+/-0.9),15.1,(+/-1.7),7.1,(+/-1.2),16.0,(+/-2.2),8.5,(+/-1.2),7.1,(+/-1.2),9.5,(+/-1.9),14.5,(+/-1.9),9.0,(+/-1.2),10.2,(+/-1.4),8.2,(+/-1.2),9.5,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.2,(+/-2.0),31.8,(+/-1.7),35.4,(+/-2.1),22.4,(+/-2.2),16.6,(+/-2.2),25.6,(+/-2.3),23.1,(+/-2.2),20.3,(+/-2.1),21.5,(+/-2.3),25.2,(+/-2.4),17.5,(+/-2.4),25.0,(+/-2.4),23.4,(+/-2.0),23.6,(+/-2.2),24.4,(+/-2.3),19.9,(+/-2.2),21.2,(+/-2.2),26.7,(+/-1.9),20.6,(+/-2.6),25.7,(+/-2.1),20.5,(+/-2.3),21.0,(+/-1.8),16.9,(+/-1.9),28.3,(+/-2.3),23.9,(+/-2.7),30.2,(+/-2.5),26.4,(+/-2.0),30.0,(+/-2.9)
Education,"School Enrollment","Population 3 years and over enrolled in school","172,069","(+/-4,874)","199,458","(+/-5,661)","207,340","(+/-6,302)","184,102","(+/-7,604)","182,768","(+/-9,034)","152,931","(+/-7,715)","170,385","(+/-6,784)","151,634","(+/-4,585)","201,478","(+/-11,983)","200,341","(+/-10,979)","168,699","(+/-8,935)","148,245","(+/-6,458)","133,327","(+/-4,883)","163,173","(+/-8,003)","206,383","(+/-11,934)","169,448","(+/-8,233)","132,649","(+/-5,955)","180,209","(+/-6,207)","124,081","(+/-6,910)","177,042","(+/-9,184)","153,043","(+/-7,076)","154,474","(+/-7,516)","164,940","(+/-8,948)","187,223","(+/-8,726)","183,172","(+/-6,950)","172,087","(+/-7,715)","161,311","(+/-8,855)","173,247","(+/-7,809)"
Education,"School Enrollment","Nursery school, preschool","7,486","(+/-1,572)","9,892","(+/-1,913)","9,149","(+/-1,802)","12,585","(+/-2,631)","12,114","(+/-2,560)","9,258","(+/-1,959)","11,147","(+/-2,637)","9,718","(+/-1,771)","11,717","(+/-2,989)","11,588","(+/-2,437)","10,431","(+/-2,470)","7,694","(+/-1,649)","7,652","(+/-1,585)","10,367","(+/-1,924)","10,995","(+/-2,221)","13,370","(+/-2,487)","7,604","(+/-1,652)","8,963","(+/-1,901)","6,345","(+/-1,532)","12,059","(+/-2,708)","10,884","(+/-2,554)","10,341","(+/-2,167)","11,882","(+/-2,400)","14,727","(+/-2,599)","12,281","(+/-2,149)","11,300","(+/-2,134)","13,079","(+/-1,905)","8,130","(+/-1,970)"
Education,"School Enrollment",Kindergarten,"9,545","(+/-1,820)","10,347","(+/-1,686)","10,095","(+/-1,965)","11,489","(+/-2,343)","8,998","(+/-2,371)","7,918","(+/-2,059)","8,137","(+/-2,122)","8,428","(+/-1,864)","8,827","(+/-1,864)","9,396","(+/-2,133)","9,334","(+/-1,790)","9,436","(+/-1,695)","5,088","(+/-1,340)","8,391","(+/-1,917)","9,187","(+/-2,463)","8,770","(+/-1,945)","6,807","(+/-1,494)","8,014","(+/-1,998)","6,132","(+/-1,475)","9,530","(+/-2,029)","7,484","(+/-1,522)","6,759","(+/-1,344)","7,859","(+/-1,792)","11,701","(+/-2,101)","8,542","(+/-1,769)","9,803","(+/-2,123)","9,482","(+/-2,221)","9,752","(+/-1,971)"
Education,"School Enrollment","Elementary school (grades 1-8)","75,035","(+/-2,846)","64,182","(+/-2,862)","72,333","(+/-3,483)","80,423","(+/-4,413)","75,412","(+/-4,596)","60,621","(+/-4,571)","67,904","(+/-3,484)","62,291","(+/-2,038)","80,843","(+/-5,814)","61,297","(+/-5,578)","75,550","(+/-5,443)","63,081","(+/-3,896)","53,112","(+/-3,133)","62,256","(+/-5,307)","79,891","(+/-6,813)","72,527","(+/-5,723)","54,680","(+/-3,925)","84,232","(+/-4,379)","50,529","(+/-4,375)","73,546","(+/-4,996)","62,831","(+/-4,148)","60,180","(+/-4,850)","72,369","(+/-5,837)","75,035","(+/-4,904)","68,837","(+/-4,289)","70,640","(+/-4,913)","52,512","(+/-5,175)","67,341","(+/-5,732)"
Education,"School Enrollment","High school (grades 9-12)","35,552","(+/-2,502)","37,365","(+/-2,863)","34,291","(+/-2,983)","44,065","(+/-3,964)","37,790","(+/-2,942)","32,018","(+/-3,331)","37,907","(+/-2,474)","32,582","(+/-2,105)","45,117","(+/-3,919)","38,474","(+/-4,122)","40,047","(+/-3,869)","36,023","(+/-2,959)","27,863","(+/-2,928)","31,010","(+/-3,215)","46,073","(+/-4,365)","38,096","(+/-3,174)","32,930","(+/-3,089)","42,297","(+/-2,757)","28,791","(+/-3,162)","38,515","(+/-3,541)","37,927","(+/-2,881)","35,346","(+/-3,237)","29,129","(+/-3,697)","38,244","(+/-3,624)","42,248","(+/-3,896)","37,710","(+/-3,438)","30,639","(+/-2,857)","36,566","(+/-3,413)"
Education,"School Enrollment","College or graduate school","44,451","(+/-3,824)","77,672","(+/-4,550)","81,472","(+/-4,250)","35,540","(+/-4,138)","48,454","(+/-4,706)","43,116","(+/-3,846)","45,290","(+/-4,788)","38,615","(+/-3,736)","54,974","(+/-6,010)","79,586","(+/-4,965)","33,337","(+/-4,195)","32,011","(+/-3,625)","39,612","(+/-3,673)","51,149","(+/-4,324)","60,237","(+/-5,570)","36,685","(+/-4,432)","30,628","(+/-3,416)","36,703","(+/-3,210)","32,284","(+/-3,302)","43,392","(+/-5,274)","33,917","(+/-3,798)","41,848","(+/-3,881)","43,701","(+/-4,364)","47,516","(+/-4,841)","51,264","(+/-4,666)","42,634","(+/-4,264)","55,599","(+/-4,817)","51,458","(+/-4,130)"
Education,"Educational Attainment","Population 25 years and over","548,209","(+/-2,772)","535,418","(+/-3,729)","544,452","(+/-5,778)","547,085","(+/-10,212)","568,726","(+/-10,571)","611,214","(+/-11,627)","577,671","(+/-5,705)","607,141","(+/-2,307)","571,930","(+/-12,724)","517,000","(+/-13,140)","605,838","(+/-12,078)","601,266","(+/-6,331)","598,701","(+/-5,863)","570,045","(+/-11,477)","562,659","(+/-13,284)","601,812","(+/-10,338)","660,242","(+/-5,978)","576,839","(+/-8,870)","634,760","(+/-8,218)","542,998","(+/-12,546)","605,424","(+/-7,450)","587,562","(+/-9,354)","561,035","(+/-12,661)","559,088","(+/-13,847)","546,789","(+/-9,854)","573,440","(+/-11,981)","562,961","(+/-13,687)","524,105","(+/-11,842)"
Education,"Educational Attainment","Less than 9th grade","11,970","(+/-2,212)","19,504","(+/-2,094)","14,255","(+/-2,065)","14,282","(+/-2,514)","14,198","(+/-2,924)","18,901","(+/-3,637)","16,876","(+/-2,625)","17,138","(+/-2,950)","25,113","(+/-3,642)","24,947","(+/-4,707)","17,565","(+/-3,783)","15,061","(+/-2,396)","15,689","(+/-2,582)","21,348","(+/-3,504)","24,438","(+/-3,653)","20,109","(+/-3,484)","19,398","(+/-3,402)","40,602","(+/-5,739)","18,862","(+/-3,406)","41,133","(+/-4,368)","22,990","(+/-3,710)","39,997","(+/-4,509)","19,514","(+/-3,458)","41,208","(+/-4,549)","19,040","(+/-3,225)","52,471","(+/-5,133)","36,535","(+/-4,063)","36,291","(+/-3,674)"
Education,"Educational Attainment","9th to 12th grade, no diploma","26,122","(+/-2,976)","34,251","(+/-3,746)","42,121","(+/-4,196)","33,574","(+/-3,821)","20,295","(+/-3,214)","34,152","(+/-3,630)","23,596","(+/-3,063)","27,386","(+/-3,569)","29,073","(+/-4,000)","34,707","(+/-4,560)","34,355","(+/-4,003)","37,147","(+/-3,982)","24,027","(+/-2,714)","34,052","(+/-3,884)","35,327","(+/-3,926)","27,703","(+/-4,653)","32,227","(+/-3,546)","48,156","(+/-4,079)","28,090","(+/-3,971)","47,239","(+/-6,013)","28,963","(+/-3,675)","33,084","(+/-3,220)","23,898","(+/-4,045)","39,661","(+/-4,126)","26,556","(+/-4,587)","52,259","(+/-5,181)","39,309","(+/-4,063)","46,165","(+/-4,999)"
Education,"Educational Attainment","High school graduate (includes equivalency)","140,135","(+/-6,159)","159,791","(+/-7,814)","167,623","(+/-7,723)","166,189","(+/-9,969)","114,998","(+/-6,911)","188,679","(+/-8,190)","149,431","(+/-8,262)","150,239","(+/-7,463)","152,548","(+/-9,749)","120,967","(+/-7,161)","154,657","(+/-8,384)","208,749","(+/-7,482)","166,463","(+/-7,133)","135,961","(+/-7,763)","153,906","(+/-7,850)","157,718","(+/-9,198)","196,398","(+/-8,081)","204,945","(+/-8,698)","159,359","(+/-7,857)","166,569","(+/-10,946)","148,739","(+/-6,714)","140,824","(+/-8,092)","113,280","(+/-7,167)","164,611","(+/-8,645)","126,066","(+/-7,776)","170,366","(+/-8,789)","127,439","(+/-7,875)","156,959","(+/-8,354)"
Education,"Educational Attainment","Some college, no degree","128,748","(+/-5,788)","105,351","(+/-4,889)","104,650","(+/-5,314)","128,247","(+/-7,225)","94,505","(+/-5,963)","140,547","(+/-6,307)","112,245","(+/-6,454)","127,781","(+/-5,880)","100,721","(+/-8,103)","80,179","(+/-6,466)","115,634","(+/-7,152)","131,119","(+/-7,162)","119,226","(+/-5,745)","90,503","(+/-5,572)","103,668","(+/-5,282)","120,420","(+/-6,695)","129,944","(+/-5,670)","120,776","(+/-6,642)","117,798","(+/-5,672)","89,330","(+/-6,225)","119,091","(+/-6,256)","96,288","(+/-6,276)","96,382","(+/-5,299)","77,633","(+/-5,623)","88,443","(+/-5,881)","74,745","(+/-4,976)","66,909","(+/-5,173)","74,755","(+/-5,731)"
Education,"Educational Attainment","Associate's degree","69,205","(+/-4,634)","54,386","(+/-3,806)","56,535","(+/-4,521)","61,062","(+/-5,144)","57,070","(+/-5,631)","68,331","(+/-5,482)","74,655","(+/-6,283)","67,822","(+/-4,382)","66,496","(+/-6,460)","53,474","(+/-5,886)","65,735","(+/-5,268)","66,783","(+/-5,080)","61,295","(+/-4,676)","50,241","(+/-4,416)","54,596","(+/-4,474)","60,346","(+/-4,861)","61,106","(+/-4,429)","51,641","(+/-4,316)","64,697","(+/-4,799)","53,222","(+/-4,631)","63,519","(+/-5,796)","54,036","(+/-4,545)","52,178","(+/-3,769)","52,110","(+/-5,324)","54,990","(+/-4,889)","50,481","(+/-5,215)","45,196","(+/-4,443)","52,607","(+/-4,133)"
Education,"Educational Attainment","Bachelor's degree","109,768","(+/-5,476)","92,111","(+/-5,580)","88,374","(+/-5,403)","95,587","(+/-5,136)","172,257","(+/-10,377)","100,692","(+/-6,055)","128,971","(+/-6,603)","129,352","(+/-6,803)","136,824","(+/-7,104)","132,449","(+/-7,291)","140,988","(+/-7,338)","97,204","(+/-6,067)","132,530","(+/-5,096)","148,231","(+/-9,096)","119,704","(+/-6,059)","135,244","(+/-6,593)","131,284","(+/-6,465)","73,862","(+/-5,737)","145,832","(+/-5,482)","90,655","(+/-6,394)","138,350","(+/-6,415)","138,020","(+/-6,576)","153,906","(+/-7,739)","112,861","(+/-7,494)","144,798","(+/-7,908)","110,350","(+/-5,079)","141,582","(+/-6,936)","103,557","(+/-6,424)"
Education,"Educational Attainment","Graduate or professional degree","62,261","(+/-4,239)","70,024","(+/-4,197)","70,894","(+/-5,067)","48,144","(+/-3,882)","95,403","(+/-5,433)","59,912","(+/-4,851)","71,897","(+/-4,294)","87,423","(+/-5,494)","61,155","(+/-6,860)","70,277","(+/-5,413)","76,904","(+/-5,334)","45,203","(+/-4,385)","79,471","(+/-5,307)","89,709","(+/-5,648)","71,020","(+/-4,724)","80,272","(+/-5,256)","89,885","(+/-5,356)","36,857","(+/-3,709)","100,122","(+/-5,589)","54,850","(+/-5,483)","83,772","(+/-6,112)","85,313","(+/-5,634)","101,877","(+/-7,261)","71,004","(+/-5,917)","86,896","(+/-6,300)","62,768","(+/-4,981)","105,991","(+/-5,084)","53,771","(+/-4,226)"
Education,"Educational Attainment","Percent high school graduate or higher",93.1,(+/-0.7),90.0,(+/-0.8),89.6,(+/-0.8),91.3,(+/-0.9),93.9,(+/-0.8),91.3,(+/-0.8),93.0,(+/-0.7),92.7,(+/-0.7),90.5,(+/-0.8),88.5,(+/-1.3),91.4,(+/-0.9),91.3,(+/-0.7),93.4,(+/-0.7),90.3,(+/-0.9),89.4,(+/-0.9),92.1,(+/-1.0),92.2,(+/-0.8),84.6,(+/-1.2),92.6,(+/-0.7),83.7,(+/-1.4),91.4,(+/-0.8),87.6,(+/-0.9),92.3,(+/-0.9),85.5,(+/-1.1),91.7,(+/-0.9),81.7,(+/-1.2),86.5,(+/-1.1),84.3,(+/-1.1)
Education,"Educational Attainment","Percent bachelor's degree or higher",31.4,(+/-1.2),30.3,(+/-1.1),29.3,(+/-1.2),26.3,(+/-1.3),47.1,(+/-1.8),26.3,(+/-1.1),34.8,(+/-1.4),35.7,(+/-1.3),34.6,(+/-1.5),39.2,(+/-1.6),36.0,(+/-1.3),23.7,(+/-1.2),35.4,(+/-1.2),41.7,(+/-1.5),33.9,(+/-1.4),35.8,(+/-1.3),33.5,(+/-1.1),19.2,(+/-1.2),38.7,(+/-1.2),26.8,(+/-1.5),36.7,(+/-1.3),38.0,(+/-1.4),45.6,(+/-1.5),32.9,(+/-1.4),42.4,(+/-1.5),30.2,(+/-1.2),44.0,(+/-1.3),30.0,(+/-1.4)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","221,561",G,"207,802",G,"222,255",G,"251,244",G,"357,116",G,"184,302",G,"232,833",G,"241,375",G,"234,143",G,"455,962",G,"242,334",G,"143,143",G,"303,813",G,"470,349",G,"266,103",G,"180,251",G,"206,743",G,"188,765",G,"320,025",G,"329,037",G,"234,397",G,"186,504",G,"339,873",G,"211,002",G,"281,302",G,"366,063",G,"309,492",G,"139,720",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",186,G,919,G,"1,002",G,266,G,98,G,256,H,56,G,670,G,41,H,11,J,213,H,112,H,65,J,26,J,61,J,"1,227",J,119,G,744,H,235,H,114,H,166,H,422,G,40,G,13,J,72,H,122,H,27,H,272,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",194,H,199,G,153,H,88,H,10,J,91,J,14,J,47,G,0,N,26,J,278,G,140,J,0,N,21,J,13,J,122,J,127,H,"1,009",J,247,G,89,H,24,G,0,N,16,J,2,G,51,H,543,H,0,N,118,G
Business,"Paid employees for pay period including March 12",Utilities,"1,860",H,"1,110",H,833,H,689,H,139,G,737,G,839,H,401,J,149,J,"1,002",H,"1,007",G,"2,068",H,697,J,"2,641",J,303,J,547,G,819,J,761,G,835,J,"1,598",J,"5,286",J,331,J,99,H,262,G,384,J,484,J,"1,178",J,"1,460",H
