Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With private health insurance","462,600","(+/-10,419)","626,880","(+/-15,367)","465,294","(+/-12,101)","538,983","(+/-10,885)","472,256","(+/-12,188)","482,259","(+/-11,722)","497,228","(+/-10,014)","503,121","(+/-9,471)","463,313","(+/-8,888)","500,131","(+/-9,839)","472,891","(+/-8,495)","534,211","(+/-15,251)","536,973","(+/-13,068)","548,396","(+/-12,377)"
Socioeconomic,"Health Insurance Coverage","With public coverage","310,272","(+/-8,523)","172,667","(+/-9,335)","293,173","(+/-9,400)","235,308","(+/-9,280)","304,012","(+/-10,255)","286,903","(+/-10,554)","319,412","(+/-7,047)","269,495","(+/-9,350)","306,130","(+/-10,210)","293,175","(+/-9,262)","308,878","(+/-6,567)","225,520","(+/-10,148)","239,198","(+/-9,271)","200,253","(+/-9,709)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","77,867","(+/-6,097)","52,042","(+/-7,541)","69,197","(+/-6,316)","63,252","(+/-6,093)","70,026","(+/-6,359)","62,530","(+/-5,934)","72,867","(+/-5,410)","68,850","(+/-5,948)","65,044","(+/-5,370)","61,303","(+/-5,363)","85,665","(+/-6,382)","72,766","(+/-7,340)","77,385","(+/-6,773)","74,301","(+/-8,213)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","168,154","(+/-3,169)","183,110","(+/-7,048)","174,155","(+/-3,710)","164,312","(+/-2,648)","164,678","(+/-4,621)","174,245","(+/-4,295)","168,052","(+/-3,339)","183,925","(+/-4,115)","188,754","(+/-4,954)","168,799","(+/-3,870)","139,486","(+/-2,176)","194,377","(+/-8,632)","191,775","(+/-8,029)","175,346","(+/-7,698)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","11,764","(+/-2,954)","6,989","(+/-2,193)","9,353","(+/-2,358)","6,831","(+/-2,637)","5,251","(+/-1,600)","4,643","(+/-1,383)","9,028","(+/-1,890)","6,597","(+/-1,747)","7,997","(+/-2,162)","8,519","(+/-2,078)","9,041","(+/-1,658)","9,245","(+/-2,403)","8,959","(+/-2,394)","13,827","(+/-3,682)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.8,(+/-1.3),4.6,(+/-1.0),12.5,(+/-1.4),7.7,(+/-1.1),11.7,(+/-1.5),11.9,(+/-1.4),10.8,(+/-1.1),9.1,(+/-1.4),11.1,(+/-1.2),8.3,(+/-1.3),8.6,(+/-1.1),7.0,(+/-1.1),7.0,(+/-1.1),7.2,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.6,(+/-2.4),6.3,(+/-1.8),19.7,(+/-2.4),11.4,(+/-2.1),20.4,(+/-3.0),18.8,(+/-2.8),18.2,(+/-2.3),13.9,(+/-2.5),16.3,(+/-2.1),13.6,(+/-2.5),15.2,(+/-2.7),9.8,(+/-2.1),10.5,(+/-2.0),11.6,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.6,(+/-6.8),5.3,(+/-3.7),16.8,(+/-5.5),8.8,(+/-4.8),18.8,(+/-6.7),17.6,(+/-6.7),13.1,(+/-4.3),11.5,(+/-4.8),11.6,(+/-4.0),11.1,(+/-4.3),15.1,(+/-7.5),6.9,(+/-4.1),8.7,(+/-4.4),11.2,(+/-5.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.4,(+/-1.2),2.5,(+/-0.9),7.1,(+/-1.4),3.3,(+/-0.9),5.7,(+/-1.3),6.0,(+/-1.4),5.4,(+/-1.0),3.7,(+/-0.8),5.3,(+/-0.9),4.3,(+/-1.0),4.2,(+/-0.8),3.6,(+/-1.0),2.9,(+/-0.7),2.9,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.1,(+/-2.2),2.6,(+/-1.4),10.0,(+/-2.8),4.5,(+/-1.7),8.0,(+/-2.8),7.7,(+/-2.5),6.5,(+/-2.1),4.6,(+/-1.5),6.8,(+/-1.6),6.4,(+/-2.2),4.3,(+/-1.6),4.6,(+/-1.9),3.2,(+/-1.2),4.1,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.5,(+/-5.7),2.9,(+/-3.6),10.2,(+/-6.1),2.6,(+/-2.7),4.1,(+/-3.7),10.6,(+/-7.0),3.5,(+/-2.8),3.9,(+/-2.9),5.1,(+/-3.0),1.3,(+/-1.2),2.9,(+/-3.3),1.6,(+/-1.8),3.2,(+/-2.4),1.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",27.4,(+/-3.9),16.1,(+/-4.9),33.7,(+/-4.2),19.4,(+/-3.6),30.8,(+/-4.5),31.3,(+/-4.4),26.5,(+/-3.4),30.0,(+/-4.6),32.4,(+/-4.0),22.5,(+/-4.4),27.4,(+/-5.0),17.7,(+/-4.2),24.2,(+/-5.0),24.4,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.7,(+/-5.3),21.9,(+/-7.0),41.1,(+/-5.7),25.8,(+/-5.6),41.1,(+/-6.4),46.4,(+/-5.9),37.6,(+/-5.1),38.1,(+/-7.2),39.3,(+/-5.6),30.4,(+/-6.5),35.4,(+/-7.2),21.6,(+/-5.7),34.5,(+/-6.6),33.4,(+/-7.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",48.2,(+/-14.2),21.4,(+/-17.1),26.9,(+/-12.7),45.5,(+/-27.1),44.4,(+/-16.5),47.5,(+/-19.8),30.0,(+/-13.1),35.3,(+/-15.5),44.2,(+/-14.2),24.3,(+/-14.7),45.7,(+/-22.6),27.1,(+/-13.9),28.4,(+/-18.0),37.3,(+/-16.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.9,(+/-1.2),7.2,(+/-1.0),15.1,(+/-1.3),11.7,(+/-0.9),16.6,(+/-1.5),16.4,(+/-1.4),13.8,(+/-1.0),11.8,(+/-1.3),14.4,(+/-1.2),12.2,(+/-1.3),13.2,(+/-1.1),9.4,(+/-1.2),10.0,(+/-1.1),10.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.9,(+/-3.2),7.6,(+/-2.2),22.2,(+/-2.8),14.9,(+/-2.6),22.9,(+/-3.7),22.8,(+/-3.2),19.3,(+/-2.3),17.0,(+/-2.9),19.2,(+/-2.8),16.6,(+/-2.9),16.3,(+/-2.8),11.8,(+/-2.8),12.5,(+/-2.7),15.0,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",23.7,(+/-3.2),7.2,(+/-2.2),21.9,(+/-2.9),14.6,(+/-2.6),22.8,(+/-3.6),22.6,(+/-3.3),19.1,(+/-2.3),16.8,(+/-2.8),18.9,(+/-2.8),16.3,(+/-2.9),15.7,(+/-2.9),11.5,(+/-2.7),12.2,(+/-2.7),14.8,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.0,(+/-5.4),4.3,(+/-2.0),26.1,(+/-4.7),18.4,(+/-4.5),23.8,(+/-4.7),22.1,(+/-4.9),17.6,(+/-2.9),21.5,(+/-5.0),17.3,(+/-4.0),17.7,(+/-5.3),19.2,(+/-5.2),11.8,(+/-4.0),16.1,(+/-5.0),16.4,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.6,(+/-3.2),8.1,(+/-2.7),20.3,(+/-2.8),13.3,(+/-2.8),22.5,(+/-4.1),22.7,(+/-3.5),19.6,(+/-2.8),15.3,(+/-2.7),19.5,(+/-3.1),15.9,(+/-2.9),14.5,(+/-2.8),11.4,(+/-2.9),11.0,(+/-2.8),14.1,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.0,(+/-1.0),7.0,(+/-0.8),13.0,(+/-1.1),10.9,(+/-0.8),14.9,(+/-1.2),14.7,(+/-1.1),12.4,(+/-0.8),10.2,(+/-1.1),12.9,(+/-1.0),11.0,(+/-1.0),12.6,(+/-1.0),8.6,(+/-0.9),9.3,(+/-0.9),9.2,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",14.7,(+/-1.7),7.9,(+/-2.1),11.6,(+/-1.4),7.6,(+/-1.4),12.3,(+/-1.5),12.5,(+/-1.9),11.2,(+/-1.4),10.4,(+/-1.6),10.9,(+/-1.5),10.7,(+/-1.5),11.3,(+/-1.2),8.9,(+/-1.8),9.8,(+/-1.7),9.3,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.6,(+/-1.5),4.7,(+/-1.1),13.4,(+/-1.4),8.9,(+/-1.2),13.1,(+/-1.7),13.4,(+/-1.6),11.2,(+/-1.1),10.0,(+/-1.5),12.2,(+/-1.4),9.0,(+/-1.4),8.8,(+/-1.1),7.4,(+/-1.3),7.2,(+/-1.3),8.3,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.2,(+/-2.1),16.9,(+/-2.1),22.7,(+/-2.1),20.6,(+/-1.7),30.4,(+/-2.5),27.9,(+/-2.2),24.6,(+/-1.8),22.1,(+/-2.2),24.2,(+/-2.0),27.8,(+/-2.8),29.3,(+/-2.1),17.4,(+/-2.1),24.7,(+/-2.6),16.7,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","168,392","(+/-5,107)","201,803","(+/-8,247)","161,864","(+/-5,292)","198,292","(+/-5,351)","174,500","(+/-5,544)","196,456","(+/-6,530)","171,036","(+/-5,536)","171,210","(+/-5,445)","184,215","(+/-6,289)","157,506","(+/-5,326)","147,923","(+/-4,304)","196,786","(+/-8,640)","192,177","(+/-7,965)","161,629","(+/-8,376)"
Education,"School Enrollment","Nursery school, preschool","6,454","(+/-1,487)","14,868","(+/-2,417)","9,122","(+/-1,515)","8,086","(+/-1,278)","6,311","(+/-1,465)","6,941","(+/-1,418)","9,030","(+/-2,268)","8,533","(+/-1,674)","11,403","(+/-1,704)","8,488","(+/-1,539)","8,438","(+/-1,478)","12,461","(+/-2,581)","9,881","(+/-1,655)","12,071","(+/-2,367)"
Education,"School Enrollment",Kindergarten,"9,204","(+/-2,160)","10,879","(+/-2,104)","8,143","(+/-1,545)","6,681","(+/-1,588)","8,247","(+/-1,610)","7,584","(+/-1,824)","9,120","(+/-1,528)","8,716","(+/-1,613)","10,413","(+/-1,848)","10,468","(+/-1,870)","6,702","(+/-1,500)","9,051","(+/-2,060)","8,421","(+/-1,632)","9,396","(+/-1,879)"
Education,"School Enrollment","Elementary school (grades 1-8)","72,015","(+/-3,063)","73,057","(+/-5,106)","73,735","(+/-3,422)","68,609","(+/-2,637)","65,732","(+/-3,270)","74,595","(+/-3,294)","70,359","(+/-3,302)","79,609","(+/-3,633)","79,082","(+/-3,923)","66,940","(+/-3,605)","63,124","(+/-2,731)","83,264","(+/-5,216)","81,842","(+/-5,347)","68,085","(+/-4,838)"
Education,"School Enrollment","High school (grades 9-12)","34,792","(+/-3,119)","44,256","(+/-3,800)","35,615","(+/-2,927)","39,650","(+/-2,804)","39,261","(+/-3,678)","41,051","(+/-2,769)","36,241","(+/-2,708)","44,287","(+/-2,975)","38,962","(+/-2,609)","39,315","(+/-2,656)","30,223","(+/-2,020)","41,787","(+/-4,038)","43,503","(+/-2,814)","38,620","(+/-3,359)"
Education,"School Enrollment","College or graduate school","45,927","(+/-3,751)","58,743","(+/-5,728)","35,249","(+/-3,387)","75,266","(+/-4,317)","54,949","(+/-3,157)","66,285","(+/-4,526)","46,286","(+/-3,506)","30,065","(+/-3,522)","44,355","(+/-3,736)","32,295","(+/-3,462)","39,436","(+/-3,500)","50,223","(+/-4,244)","48,530","(+/-4,582)","33,457","(+/-3,298)"
Education,"Educational Attainment","Population 25 years and over","518,482","(+/-5,065)","529,355","(+/-7,273)","504,602","(+/-5,411)","518,116","(+/-1,866)","521,958","(+/-5,409)","507,040","(+/-4,864)","545,393","(+/-3,678)","521,929","(+/-4,826)","515,628","(+/-5,276)","546,291","(+/-3,821)","564,044","(+/-3,750)","514,238","(+/-9,185)","531,926","(+/-8,215)","533,118","(+/-9,225)"
Education,"Educational Attainment","Less than 9th grade","23,259","(+/-2,692)","11,845","(+/-2,567)","17,369","(+/-2,265)","22,282","(+/-2,704)","23,835","(+/-3,181)","19,465","(+/-2,587)","15,790","(+/-2,391)","20,736","(+/-3,014)","20,807","(+/-2,677)","21,647","(+/-3,368)","15,392","(+/-2,355)","21,448","(+/-3,873)","22,374","(+/-3,257)","18,096","(+/-2,793)"
Education,"Educational Attainment","9th to 12th grade, no diploma","46,345","(+/-2,980)","14,773","(+/-2,915)","36,616","(+/-3,235)","27,531","(+/-3,140)","43,982","(+/-4,271)","34,576","(+/-3,791)","31,886","(+/-3,006)","39,882","(+/-3,205)","30,743","(+/-3,131)","36,507","(+/-3,397)","33,938","(+/-3,546)","22,939","(+/-3,091)","26,841","(+/-2,923)","21,816","(+/-2,663)"
Education,"Educational Attainment","High school graduate (includes equivalency)","160,853","(+/-6,154)","73,097","(+/-6,644)","142,356","(+/-6,497)","106,635","(+/-6,785)","139,248","(+/-5,775)","124,328","(+/-5,962)","144,752","(+/-5,979)","158,812","(+/-6,867)","139,760","(+/-5,877)","170,396","(+/-6,165)","148,827","(+/-5,606)","109,220","(+/-6,482)","126,687","(+/-7,090)","89,921","(+/-6,266)"
Education,"Educational Attainment","Some college, no degree","106,761","(+/-5,656)","71,929","(+/-5,402)","117,296","(+/-6,477)","83,554","(+/-5,585)","111,808","(+/-5,429)","104,584","(+/-6,839)","117,750","(+/-5,271)","106,373","(+/-5,706)","110,998","(+/-4,440)","109,443","(+/-5,735)","104,042","(+/-5,088)","93,049","(+/-7,054)","96,494","(+/-5,678)","89,717","(+/-5,039)"
Education,"Educational Attainment","Associate's degree","52,994","(+/-3,655)","39,844","(+/-4,409)","59,021","(+/-4,299)","43,541","(+/-4,674)","49,798","(+/-3,758)","47,659","(+/-3,766)","60,223","(+/-4,279)","54,902","(+/-3,667)","61,449","(+/-4,220)","63,770","(+/-4,997)","57,267","(+/-4,144)","50,710","(+/-4,475)","59,109","(+/-4,596)","42,424","(+/-3,827)"
Education,"Educational Attainment","Bachelor's degree","83,654","(+/-5,297)","194,568","(+/-8,098)","89,014","(+/-4,858)","132,473","(+/-6,099)","96,829","(+/-4,512)","108,968","(+/-5,770)","110,573","(+/-4,977)","92,387","(+/-4,670)","94,839","(+/-3,754)","100,116","(+/-6,200)","126,515","(+/-5,766)","144,832","(+/-7,446)","128,052","(+/-7,345)","175,663","(+/-7,752)"
Education,"Educational Attainment","Graduate or professional degree","44,616","(+/-4,107)","123,299","(+/-5,519)","42,930","(+/-3,432)","102,100","(+/-5,076)","56,458","(+/-4,290)","67,460","(+/-5,010)","64,419","(+/-3,696)","48,837","(+/-4,463)","57,032","(+/-3,856)","44,412","(+/-3,841)","78,063","(+/-4,475)","72,040","(+/-5,976)","72,369","(+/-5,263)","95,481","(+/-5,523)"
Education,"Educational Attainment","Percent high school graduate or higher",86.6,(+/-0.7),95.0,(+/-0.8),89.3,(+/-0.7),90.4,(+/-0.8),87.0,(+/-1.0),89.3,(+/-0.8),91.3,(+/-0.7),88.4,(+/-0.8),90.0,(+/-0.8),89.4,(+/-0.8),91.3,(+/-0.8),91.4,(+/-0.8),90.7,(+/-0.7),92.5,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",24.7,(+/-1.3),60.0,(+/-1.4),26.1,(+/-1.3),45.3,(+/-1.2),29.4,(+/-1.0),34.8,(+/-1.4),32.1,(+/-1.1),27.1,(+/-1.2),29.5,(+/-1.0),26.5,(+/-1.3),36.3,(+/-1.2),42.2,(+/-1.5),37.7,(+/-1.5),50.9,(+/-1.6)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","227,784",G,"367,990",G,"186,673",G,"332,723",G,"281,397",G,"308,378",G,"237,612",G,"186,694",G,"183,909",G,"265,434",G,"236,560",G,"260,500",G,"213,343",G,"507,273",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,169",G,100,H,736,H,210,G,184,H,98,G,454,G,535,H,434,G,179,G,214,G,62,J,226,G,113,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",198,G,161,H,220,G,208,J,942,G,109,J,79,J,263,G,364,H,129,J,359,G,126,H,148,G,97,H
Business,"Paid employees for pay period including March 12",Utilities,617,J,"1,582",J,707,G,835,H,756,G,612,J,"1,901",H,796,J,717,H,"1,168",J,725,J,"2,485",J,"1,792",J,"5,677",J
Business,"Paid employees for pay period including March 12",Construction,"12,665",G,"20,880",G,"11,793",G,"12,988",G,"20,156",G,"15,868",G,"15,410",G,"17,827",G,"9,131",G,"13,419",G,"14,359",G,"16,655",G,"20,791",G,"22,723",G
Business,"Paid employees for pay period including March 12",Manufacturing,"39,922",G,"8,025",G,"25,433",G,"32,951",G,"32,891",G,"45,521",G,"28,340",G,"43,075",G,"35,628",G,"63,405",G,"31,982",G,"14,714",G,"20,467",G,"29,133",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,401",G,"19,196",G,"5,098",G,"21,893",H,"10,779",G,"19,322",G,"7,322",G,"8,129",G,"5,322",G,"15,742",G,"7,173",G,"17,733",G,"11,297",G,"24,052",G
Business,"Paid employees for pay period including March 12","Retail trade","35,007",G,"44,112",G,"36,364",G,"34,938",G,"39,206",G,"36,995",G,"38,568",G,"25,050",G,"30,802",G,"35,636",G,"38,809",G,"38,104",G,"34,190",G,"44,645",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","10,761",G,"9,186",G,"4,179",G,"10,348",G,"5,136",G,"24,684",G,"9,751",G,"7,999",G,"2,523",G,"12,713",G,"5,525",G,"17,982",G,"5,904",G,"32,199",H
Business,"Paid employees for pay period including March 12",Information,"2,778",H,"24,658",G,"1,359",G,"5,894",G,"2,842",G,"5,517",H,"5,708",G,"1,159",G,"1,560",H,"1,679",H,"2,935",G,"3,268",G,"4,187",G,"18,598",H
Business,"Paid employees for pay period including March 12","Finance and insurance","7,827",G,"24,823",G,"4,480",G,"12,415",H,"12,976",G,"13,845",G,"7,931",G,"3,131",G,"3,323",G,"4,476",G,"5,303",G,"24,872",H,"5,687",G,"65,045",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,234",G,"7,782",G,"4,571",G,"3,893",G,"3,179",G,"4,969",G,"4,379",G,"1,805",G,"2,090",G,"2,404",G,"3,757",G,"4,301",G,"2,792",G,"10,662",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","6,176",G,"52,259",G,"6,375",G,"38,821",G,"9,447",G,"13,445",G,"10,761",G,"4,481",G,"7,640",G,"8,280",G,"8,484",G,"17,181",G,"13,168",G,"37,680",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,322",H,"9,272",G,"1,233",G,"5,510",H,"13,633",H,"12,582",H,"5,335",J,"3,856",G,"1,833",G,"10,411",H,"1,834",G,"6,726",H,"2,325",H,"21,251",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","10,654",G,"31,525",G,"10,848",G,"14,515",G,"12,629",G,"23,898",G,"12,422",G,"11,672",G,"9,200",G,"13,487",G,"11,209",G,"20,218",G,"12,832",G,"40,145",G
Business,"Paid employees for pay period including March 12","Educational services","4,475",G,"7,230",G,"2,127",H,"26,875",H,"9,895",H,"6,722",G,"3,224",G,"3,572",G,"2,398",G,"4,566",H,"4,991",G,"5,793",G,"6,894",H,"9,193",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","44,343",G,"51,545",G,"30,722",G,"67,412",G,"62,398",H,"40,406",G,"42,638",G,"24,369",H,"35,196",G,"38,895",H,"48,582",G,"27,108",G,"34,644",H,"72,114",H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,381",G,"6,427",G,"2,428",G,"2,779",G,"5,504",G,"3,043",G,"3,979",G,"2,729",H,"2,477",G,"3,645",G,"4,450",G,"5,141",G,"2,263",G,"8,269",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","25,403",G,"33,488",G,"30,112",G,"27,235",G,"28,447",G,"29,276",G,"30,366",G,"17,934",G,"25,279",G,"24,525",G,"34,825",G,"26,978",G,"24,860",G,"43,833",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,418",G,"15,732",G,"7,872",G,"12,975",G,"10,304",G,"11,453",G,"9,016",G,"8,276",G,"7,979",G,"10,653",G,"11,002",G,"11,000",G,"8,836",G,"21,820",G
Business,"Paid employees for pay period including March 12","Industries not classified",33,J,7,G,16,J,28,H,93,H,13,J,28,H,36,J,13,G,22,H,42,G,53,G,40,J,24,J
Business,"Annual payroll ($1,000)","Total for all sectors","9,770,144",G,"25,532,395",G,"7,356,878",G,"22,846,644",G,"14,183,044",G,"15,912,103",G,"11,349,796",G,"8,876,176",G,"7,749,553",G,"12,208,541",G,"10,355,847",G,"13,870,557",G,"12,358,295",G,"39,663,272",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","52,749",G,"4,688",H,"35,541",G,"5,032",G,"5,960",H,"4,103",G,"23,946",G,"24,403",G,"15,931",G,"6,451",G,"8,241",G,"5,573",J,"9,684",G,"10,467",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","16,036",G,"18,896",J,"10,925",G,"14,361",J,"71,414",G,"11,893",G,"5,291",J,"16,899",G,"26,516",H,"10,573",J,"20,164",H,"9,196",H,"12,239",G,"7,113",H
Business,"Annual payroll ($1,000)",Utilities,"55,053",H,"188,297",J,"58,624",G,"81,459",H,"71,770",G,"57,573",J,"206,713",H,"72,337",H,"61,910",H,"113,082",H,"70,535",H,"244,242",J,"180,066",J,"740,156",J
Business,"Annual payroll ($1,000)",Construction,"647,435",G,"1,477,000",G,"539,000",G,"802,717",G,"1,156,621",H,"987,544",G,"812,534",G,"1,033,819",G,"510,856",G,"715,238",G,"696,869",G,"1,016,091",G,"1,186,989",G,"1,703,662",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,388,023",H,"530,796",G,"1,281,567",G,"2,474,096",G,"1,790,680",G,"2,884,892",G,"1,689,895",G,"2,282,742",G,"1,822,616",G,"3,305,627",G,"1,722,419",G,"843,245",G,"1,426,165",H,"1,790,516",G
Business,"Annual payroll ($1,000)","Wholesale trade","554,869",G,"2,098,472",G,"248,856",G,"2,769,320",H,"749,328",G,"1,388,554",G,"438,690",G,"474,448",G,"300,672",G,"986,049",G,"408,560",G,"1,378,067",G,"936,587",G,"1,841,657",G
Business,"Annual payroll ($1,000)","Retail trade","968,069",G,"1,497,430",G,"1,058,131",G,"1,033,366",G,"1,120,801",G,"1,152,949",G,"1,172,058",G,"700,191",G,"894,201",G,"1,077,358",G,"1,180,031",G,"1,267,201",G,"1,001,091",G,"1,484,157",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","446,901",G,"411,720",G,"202,883",H,"350,617",G,"258,441",G,"1,115,873",G,"477,637",G,"350,887",G,"112,251",G,"626,780",G,"233,226",G,"754,326",G,"239,228",G,"2,080,259",H
Business,"Annual payroll ($1,000)",Information,"159,178",H,"2,865,089",H,"76,720",G,"888,526",G,"223,050",G,"318,672",H,"596,095",H,"65,919",H,"89,418",H,"154,993",G,"199,387",G,"298,129",G,"1,442,543",H,"1,921,223",H
Business,"Annual payroll ($1,000)","Finance and insurance","571,668",G,"2,787,931",G,"300,824",G,"1,339,413",H,"1,166,675",G,"1,221,336",G,"640,115",G,"204,087",G,"217,570",G,"332,551",G,"407,259",G,"2,400,350",H,"489,252",G,"10,511,149",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","92,079",G,"558,458",G,"215,977",G,"241,565",G,"174,784",G,"275,244",G,"211,060",G,"89,613",G,"100,637",G,"101,309",G,"182,288",G,"250,842",G,"135,178",G,"828,255",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","368,142",G,"5,511,127",G,"362,094",G,"4,436,791",G,"626,322",G,"946,467",G,"661,074",G,"246,529",G,"525,233",G,"488,488",G,"483,833",G,"1,069,192",G,"1,378,386",H,"4,022,630",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","242,518",H,"809,420",G,"90,359",G,"523,504",H,"1,249,077",H,"1,308,715",G,"652,708",J,"687,963",G,"121,033",H,"713,801",G,"137,605",G,"718,796",H,"335,198",H,"2,718,202",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","353,101",G,"1,670,057",G,"376,608",G,"604,979",G,"395,443",G,"822,387",G,"438,467",G,"439,649",G,"331,732",G,"428,706",G,"408,283",G,"739,626",G,"526,726",G,"2,067,028",G
