Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Workers,Industry,Manufacturing,"20,002","(+/-2,607)","27,614","(+/-3,069)","19,489","(+/-2,780)","16,096","(+/-2,347)","10,966","(+/-2,364)","12,568","(+/-2,170)","13,387","(+/-2,689)","9,965","(+/-1,992)","8,693","(+/-1,673)","10,066","(+/-2,041)","10,406","(+/-1,871)","9,028","(+/-2,398)","8,814","(+/-2,084)","8,507","(+/-2,047)","7,572","(+/-2,075)","13,902","(+/-2,477)","20,354","(+/-2,796)","21,656","(+/-2,395)","30,981","(+/-2,396)","32,572","(+/-3,200)","31,787","(+/-2,722)","30,715","(+/-2,768)","48,988","(+/-3,393)","42,263","(+/-3,138)","38,812","(+/-3,542)","37,902","(+/-4,173)"
Workers,Industry,"Wholesale trade","8,341","(+/-1,655)","11,249","(+/-1,773)","12,545","(+/-2,179)","8,573","(+/-1,791)","4,689","(+/-1,055)","8,185","(+/-1,532)","7,345","(+/-1,675)","4,189","(+/-1,317)","4,739","(+/-1,103)","7,368","(+/-1,402)","6,047","(+/-1,730)","7,853","(+/-2,047)","3,388","(+/-1,241)","4,425","(+/-1,183)","3,852","(+/-1,201)","7,111","(+/-1,813)","9,552","(+/-2,012)","5,415","(+/-1,292)","5,820","(+/-1,128)","6,203","(+/-1,190)","5,528","(+/-1,247)","6,361","(+/-1,149)","6,807","(+/-1,591)","7,004","(+/-1,360)","7,379","(+/-1,606)","7,125","(+/-1,657)"
Workers,Industry,"Retail trade","42,590","(+/-3,403)","45,470","(+/-3,598)","33,303","(+/-3,367)","37,894","(+/-3,794)","31,682","(+/-3,448)","34,455","(+/-3,408)","34,421","(+/-3,577)","30,754","(+/-3,798)","31,459","(+/-3,740)","28,440","(+/-3,648)","33,661","(+/-3,887)","26,285","(+/-5,416)","35,987","(+/-4,977)","35,590","(+/-3,936)","32,514","(+/-4,959)","33,059","(+/-3,618)","33,315","(+/-2,965)","50,456","(+/-4,248)","37,846","(+/-3,148)","44,039","(+/-4,795)","40,217","(+/-3,433)","41,130","(+/-3,140)","38,982","(+/-3,089)","44,222","(+/-3,486)","42,476","(+/-3,342)","44,661","(+/-3,441)"
Workers,Industry,"Transportation and warehousing, and utilities","18,890","(+/-3,318)","27,086","(+/-3,350)","20,996","(+/-3,088)","25,025","(+/-3,158)","40,237","(+/-3,694)","31,045","(+/-3,372)","24,814","(+/-4,166)","26,605","(+/-3,238)","26,941","(+/-4,001)","11,375","(+/-2,998)","29,476","(+/-3,324)","6,326","(+/-2,404)","20,112","(+/-3,796)","29,374","(+/-3,786)","26,048","(+/-4,269)","19,367","(+/-2,822)","13,663","(+/-2,193)","20,530","(+/-3,092)","14,778","(+/-2,258)","20,212","(+/-2,863)","14,733","(+/-1,816)","19,591","(+/-2,851)","15,994","(+/-1,982)","18,175","(+/-2,073)","17,055","(+/-2,103)","19,641","(+/-2,174)"
Workers,Industry,Information,"10,002","(+/-1,531)","8,996","(+/-1,893)","9,642","(+/-1,458)","6,819","(+/-1,396)","6,838","(+/-1,672)","8,555","(+/-1,614)","24,137","(+/-2,852)","8,271","(+/-1,719)","16,569","(+/-2,398)","26,911","(+/-3,298)","10,203","(+/-1,942)","33,065","(+/-4,685)","11,829","(+/-2,593)","10,700","(+/-1,817)","5,921","(+/-1,499)","13,764","(+/-2,354)","10,409","(+/-1,853)","10,990","(+/-2,049)","5,415","(+/-1,129)","8,071","(+/-1,700)","4,269","(+/-1,264)","7,065","(+/-1,233)","5,535","(+/-1,212)","4,510","(+/-1,075)","7,164","(+/-1,295)","5,836","(+/-1,427)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","31,814","(+/-3,428)","25,676","(+/-3,347)","44,726","(+/-4,197)","31,669","(+/-3,577)","23,533","(+/-2,899)","33,947","(+/-3,780)","36,219","(+/-3,692)","21,066","(+/-3,354)","22,318","(+/-3,416)","51,941","(+/-4,410)","27,928","(+/-3,572)","83,318","(+/-7,008)","25,675","(+/-4,139)","21,469","(+/-3,169)","14,779","(+/-2,208)","38,825","(+/-3,293)","29,620","(+/-2,768)","26,470","(+/-3,155)","18,421","(+/-2,168)","29,450","(+/-2,968)","16,533","(+/-1,949)","24,070","(+/-2,627)","21,030","(+/-2,798)","17,741","(+/-2,001)","19,527","(+/-2,468)","31,832","(+/-3,352)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","52,929","(+/-4,380)","50,492","(+/-4,764)","56,309","(+/-3,703)","47,924","(+/-3,869)","35,175","(+/-3,029)","43,614","(+/-4,564)","77,508","(+/-5,538)","42,703","(+/-3,881)","46,901","(+/-4,312)","94,262","(+/-7,380)","37,226","(+/-3,945)","102,883","(+/-6,676)","40,762","(+/-4,026)","37,770","(+/-3,791)","30,650","(+/-4,125)","56,844","(+/-4,489)","55,282","(+/-3,842)","37,915","(+/-3,760)","34,560","(+/-3,515)","50,172","(+/-3,968)","27,755","(+/-2,279)","38,803","(+/-3,123)","28,283","(+/-2,479)","29,826","(+/-2,504)","52,094","(+/-4,275)","43,266","(+/-3,886)"
Workers,Industry,"Educational services, and health care and social assistance","112,971","(+/-5,556)","107,218","(+/-6,547)","117,038","(+/-6,362)","128,602","(+/-5,503)","110,692","(+/-5,288)","94,117","(+/-6,190)","82,075","(+/-5,667)","104,796","(+/-5,425)","114,884","(+/-6,673)","76,288","(+/-5,712)","109,017","(+/-5,599)","91,088","(+/-7,577)","117,136","(+/-7,603)","92,432","(+/-6,198)","106,282","(+/-6,769)","112,630","(+/-6,873)","110,633","(+/-4,731)","105,811","(+/-5,776)","111,675","(+/-4,667)","103,924","(+/-4,995)","99,900","(+/-4,562)","113,038","(+/-4,543)","96,528","(+/-4,099)","97,529","(+/-4,168)","124,787","(+/-6,506)","107,028","(+/-4,469)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","32,246","(+/-3,423)","31,762","(+/-3,255)","24,360","(+/-2,889)","28,621","(+/-3,899)","23,297","(+/-3,217)","43,220","(+/-4,155)","41,537","(+/-4,989)","25,479","(+/-3,203)","27,692","(+/-3,521)","43,920","(+/-4,104)","26,398","(+/-3,179)","28,984","(+/-4,795)","45,569","(+/-5,194)","38,241","(+/-4,293)","28,117","(+/-4,078)","25,483","(+/-3,234)","25,027","(+/-2,591)","29,442","(+/-3,691)","36,233","(+/-2,795)","31,176","(+/-3,128)","29,472","(+/-2,709)","26,849","(+/-3,040)","29,477","(+/-2,648)","25,501","(+/-2,394)","25,735","(+/-2,787)","33,891","(+/-3,825)"
Workers,Industry,"Other services, except public administration","17,269","(+/-2,572)","17,442","(+/-2,489)","16,215","(+/-1,867)","14,122","(+/-2,712)","16,539","(+/-2,297)","23,777","(+/-3,515)","18,973","(+/-2,841)","18,523","(+/-2,561)","21,360","(+/-2,719)","17,963","(+/-2,236)","16,665","(+/-2,565)","17,148","(+/-3,859)","18,200","(+/-2,955)","19,614","(+/-3,160)","17,567","(+/-2,893)","17,569","(+/-2,866)","16,399","(+/-2,306)","16,494","(+/-2,536)","15,337","(+/-1,765)","18,708","(+/-2,453)","15,682","(+/-1,953)","17,103","(+/-2,146)","16,681","(+/-2,130)","17,315","(+/-1,748)","16,523","(+/-2,568)","17,761","(+/-2,744)"
Workers,Industry,"Public administration","19,987","(+/-2,534)","21,673","(+/-2,891)","15,872","(+/-1,835)","19,726","(+/-2,662)","22,826","(+/-2,714)","14,159","(+/-2,447)","12,526","(+/-1,982)","15,504","(+/-2,493)","16,287","(+/-2,723)","11,455","(+/-2,057)","17,268","(+/-2,698)","11,236","(+/-2,737)","10,966","(+/-2,343)","12,767","(+/-2,083)","6,280","(+/-1,528)","17,379","(+/-3,246)","13,789","(+/-2,053)","19,274","(+/-2,564)","20,006","(+/-1,981)","33,304","(+/-2,463)","26,961","(+/-2,857)","16,280","(+/-2,216)","18,286","(+/-2,242)","18,345","(+/-2,162)","14,275","(+/-1,988)","15,762","(+/-2,716)"
Workers,"Class of Worker","Civilian employed population 16 years and over","397,449","(+/-9,347)","411,479","(+/-9,101)","391,861","(+/-10,519)","391,972","(+/-7,886)","350,160","(+/-10,877)","375,423","(+/-12,155)","390,421","(+/-13,621)","322,793","(+/-10,926)","354,196","(+/-10,618)","391,526","(+/-13,271)","345,828","(+/-8,472)","423,681","(+/-12,130)","350,152","(+/-11,804)","337,623","(+/-12,713)","294,194","(+/-11,515)","378,736","(+/-7,802)","364,834","(+/-6,643)","370,161","(+/-5,970)","362,540","(+/-5,979)","397,486","(+/-7,208)","350,922","(+/-5,587)","363,906","(+/-5,722)","355,035","(+/-7,915)","361,663","(+/-5,736)","383,040","(+/-6,453)","383,257","(+/-8,296)"
Workers,"Class of Worker","Private wage and salary workers","296,888","(+/-8,439)","320,448","(+/-8,720)","308,280","(+/-10,071)","301,318","(+/-6,988)","262,414","(+/-9,646)","301,185","(+/-12,033)","321,711","(+/-12,162)","248,151","(+/-9,091)","273,455","(+/-9,663)","327,428","(+/-12,378)","262,460","(+/-8,147)","362,859","(+/-11,567)","283,126","(+/-10,957)","267,728","(+/-11,286)","233,747","(+/-10,957)","301,993","(+/-7,151)","282,714","(+/-6,490)","286,335","(+/-6,198)","262,766","(+/-6,613)","293,205","(+/-6,748)","248,102","(+/-6,404)","274,385","(+/-6,248)","267,197","(+/-7,387)","272,604","(+/-6,191)","307,731","(+/-7,551)","304,604","(+/-9,020)"
Workers,"Class of Worker","Government workers","76,636","(+/-4,676)","74,495","(+/-4,968)","62,398","(+/-4,761)","71,694","(+/-4,963)","66,740","(+/-5,300)","47,689","(+/-4,836)","39,568","(+/-3,494)","56,301","(+/-5,249)","60,359","(+/-4,940)","32,606","(+/-3,113)","64,637","(+/-4,729)","27,686","(+/-4,175)","46,856","(+/-4,920)","46,897","(+/-4,009)","43,559","(+/-3,657)","55,361","(+/-4,395)","58,220","(+/-3,712)","63,769","(+/-4,332)","69,571","(+/-4,037)","83,644","(+/-4,284)","77,309","(+/-4,436)","70,650","(+/-3,913)","66,495","(+/-3,593)","66,440","(+/-3,867)","55,772","(+/-4,533)","64,249","(+/-4,269)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","23,411","(+/-2,494)","16,176","(+/-2,425)","20,340","(+/-2,532)","18,597","(+/-2,426)","20,287","(+/-2,438)","25,371","(+/-2,925)","28,517","(+/-3,822)","17,894","(+/-3,048)","20,109","(+/-2,168)","30,877","(+/-3,758)","18,172","(+/-2,830)","32,773","(+/-4,558)","19,292","(+/-3,441)","22,343","(+/-3,977)","16,657","(+/-2,941)","20,846","(+/-2,894)","23,475","(+/-3,038)","19,470","(+/-2,410)","29,407","(+/-2,785)","19,960","(+/-2,653)","24,663","(+/-1,995)","18,345","(+/-2,452)","20,539","(+/-2,202)","21,892","(+/-1,738)","18,686","(+/-2,455)","14,069","(+/-2,265)"
Workers,"Class of Worker","Unpaid family workers",514,(+/-449),360,(+/-313),843,(+/-583),363,(+/-288),719,(+/-392),"1,178",(+/-749),625,(+/-501),447,(+/-339),273,(+/-303),615,(+/-356),559,(+/-320),363,(+/-368),878,(+/-664),655,(+/-378),231,(+/-279),536,(+/-627),425,(+/-269),587,(+/-361),796,(+/-446),677,(+/-395),848,(+/-516),526,(+/-371),804,(+/-482),727,(+/-396),851,(+/-694),335,(+/-274)
Housing,"Housing Occupancy","Total housing units","325,268","(+/-4,877)","264,313","(+/-5,058)","286,863","(+/-5,508)","257,521","(+/-3,801)","265,624","(+/-5,761)","305,686","(+/-6,077)","323,989","(+/-6,979)","323,618","(+/-6,364)","314,773","(+/-6,184)","351,420","(+/-9,188)","286,310","(+/-4,434)","467,073","(+/-10,710)","348,080","(+/-9,338)","302,342","(+/-6,837)","293,750","(+/-5,974)","301,567","(+/-4,276)","278,885","(+/-3,617)","311,972","(+/-2,721)","399,593","(+/-2,431)","364,004","(+/-1,603)","406,745","(+/-2,422)","348,580",(+/-638),"376,003","(+/-3,424)","369,803","(+/-2,187)","347,711",(+/-839),"364,291","(+/-3,938)"
Housing,"Housing Occupancy","Occupied housing units","274,389","(+/-4,377)","245,876","(+/-5,554)","273,553","(+/-5,174)","245,008","(+/-3,732)","250,112","(+/-5,752)","291,109","(+/-6,101)","291,712","(+/-6,391)","301,256","(+/-6,803)","292,227","(+/-6,657)","316,537","(+/-9,840)","264,674","(+/-5,374)","389,115","(+/-8,931)","325,567","(+/-8,440)","275,497","(+/-6,924)","283,776","(+/-6,146)","287,003","(+/-3,992)","262,865","(+/-4,225)","290,579","(+/-3,637)","322,109","(+/-4,463)","329,199","(+/-3,195)","320,577","(+/-4,409)","326,392","(+/-2,342)","328,030","(+/-4,340)","322,908","(+/-3,708)","327,124","(+/-2,890)","337,114","(+/-4,114)"
Housing,"Housing Occupancy","Vacant housing units","50,879","(+/-3,414)","18,437","(+/-2,585)","13,310","(+/-2,579)","12,513","(+/-2,168)","15,512","(+/-2,503)","14,577","(+/-2,117)","32,277","(+/-3,271)","22,362","(+/-2,160)","22,546","(+/-2,988)","34,883","(+/-5,024)","21,636","(+/-2,708)","77,958","(+/-8,121)","22,513","(+/-3,178)","26,845","(+/-3,134)","9,974","(+/-1,811)","14,564","(+/-2,296)","16,020","(+/-2,912)","21,393","(+/-2,839)","77,484","(+/-4,156)","34,805","(+/-3,300)","86,168","(+/-4,010)","22,188","(+/-2,352)","47,973","(+/-3,678)","46,895","(+/-3,464)","20,587","(+/-3,000)","27,177","(+/-2,869)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,(+/-0.5),0.4,(+/-0.3),0.6,(+/-0.3),0.9,(+/-0.4),1.0,(+/-0.4),0.8,(+/-0.4),0.8,(+/-0.5),1.3,(+/-0.5),1.0,(+/-0.7),2.3,(+/-1.0),1.4,(+/-0.7),4.8,(+/-1.2),0.9,(+/-0.9),0.9,(+/-0.5),1.2,(+/-1.0),0.4,(+/-0.2),0.7,(+/-0.4),0.6,(+/-0.4),1.7,(+/-0.5),0.7,(+/-0.4),0.9,(+/-0.4),0.7,(+/-0.4),0.6,(+/-0.3),0.9,(+/-0.3),0.5,(+/-0.3),0.5,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",1.5,(+/-0.9),6.6,(+/-2.4),4.4,(+/-2.1),5.2,(+/-2.0),3.2,(+/-0.9),2.5,(+/-0.7),2.6,(+/-0.6),2.6,(+/-0.7),3.2,(+/-0.6),3.1,(+/-0.8),3.1,(+/-0.9),5.4,(+/-1.1),3.6,(+/-0.7),2.8,(+/-0.7),1.9,(+/-0.5),2.6,(+/-0.8),2.7,(+/-1.3),3.2,(+/-1.0),5.5,(+/-1.4),4.2,(+/-1.0),4.6,(+/-1.3),2.5,(+/-0.8),5.4,(+/-1.7),3.8,(+/-1.3),4.2,(+/-1.2),3.8,(+/-1.0)
Housing,"Housing Tenure","Occupied housing units","274,389","(+/-4,377)","245,876","(+/-5,554)","273,553","(+/-5,174)","245,008","(+/-3,732)","250,112","(+/-5,752)","291,109","(+/-6,101)","291,712","(+/-6,391)","301,256","(+/-6,803)","292,227","(+/-6,657)","316,537","(+/-9,840)","264,674","(+/-5,374)","389,115","(+/-8,931)","325,567","(+/-8,440)","275,497","(+/-6,924)","283,776","(+/-6,146)","287,003","(+/-3,992)","262,865","(+/-4,225)","290,579","(+/-3,637)","322,109","(+/-4,463)","329,199","(+/-3,195)","320,577","(+/-4,409)","326,392","(+/-2,342)","328,030","(+/-4,340)","322,908","(+/-3,708)","327,124","(+/-2,890)","337,114","(+/-4,114)"
Housing,"Housing Tenure",Owner-occupied,"230,736","(+/-5,094)","195,500","(+/-4,669)","218,752","(+/-4,665)","196,299","(+/-4,459)","136,963","(+/-4,428)","122,054","(+/-5,155)","66,567","(+/-3,799)","93,150","(+/-4,175)","83,729","(+/-5,095)","91,200","(+/-5,506)","150,006","(+/-4,539)","128,223","(+/-7,728)","38,107","(+/-3,575)","82,485","(+/-4,898)","48,535","(+/-4,212)","159,438","(+/-4,705)","199,919","(+/-3,729)","194,812","(+/-4,663)","219,278","(+/-4,212)","200,703","(+/-4,371)","233,158","(+/-4,780)","217,102","(+/-3,753)","245,747","(+/-4,185)","236,617","(+/-4,061)","210,591","(+/-4,161)","204,666","(+/-4,372)"
Housing,"Housing Tenure",Renter-occupied,"43,653","(+/-3,160)","50,376","(+/-4,149)","54,801","(+/-3,608)","48,709","(+/-3,177)","113,149","(+/-4,725)","169,055","(+/-6,430)","225,145","(+/-6,460)","208,106","(+/-6,418)","208,498","(+/-6,393)","225,337","(+/-8,474)","114,668","(+/-5,215)","260,892","(+/-8,988)","287,460","(+/-8,084)","193,012","(+/-6,710)","235,241","(+/-6,317)","127,565","(+/-4,699)","62,946","(+/-3,379)","95,767","(+/-4,284)","102,831","(+/-4,124)","128,496","(+/-5,133)","87,419","(+/-4,239)","109,290","(+/-3,543)","82,283","(+/-4,204)","86,291","(+/-3,845)","116,533","(+/-4,289)","132,448","(+/-4,713)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.82,(+/-0.05),3.24,(+/-0.07),2.90,(+/-0.04),3.20,(+/-0.06),3.24,(+/-0.07),2.63,(+/-0.07),2.62,(+/-0.10),2.63,(+/-0.08),2.88,(+/-0.13),2.43,(+/-0.09),2.97,(+/-0.06),1.95,(+/-0.07),2.34,(+/-0.20),2.81,(+/-0.12),2.53,(+/-0.12),2.75,(+/-0.06),2.88,(+/-0.05),2.67,(+/-0.05),2.33,(+/-0.04),2.52,(+/-0.03),2.41,(+/-0.04),2.38,(+/-0.03),2.39,(+/-0.03),2.41,(+/-0.03),2.42,(+/-0.04),2.35,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.40,(+/-0.14),2.64,(+/-0.17),2.31,(+/-0.11),2.70,(+/-0.17),2.58,(+/-0.09),2.51,(+/-0.07),2.29,(+/-0.06),2.37,(+/-0.07),2.42,(+/-0.06),2.02,(+/-0.06),2.49,(+/-0.09),1.65,(+/-0.05),2.25,(+/-0.06),2.50,(+/-0.07),2.44,(+/-0.06),2.36,(+/-0.07),2.75,(+/-0.11),2.32,(+/-0.09),2.01,(+/-0.07),1.88,(+/-0.06),2.00,(+/-0.07),1.88,(+/-0.05),1.95,(+/-0.07),1.97,(+/-0.07),1.98,(+/-0.06),1.99,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units","274,389","(+/-4,377)","245,876","(+/-5,554)","273,553","(+/-5,174)","245,008","(+/-3,732)","250,112","(+/-5,752)","291,109","(+/-6,101)","291,712","(+/-6,391)","301,256","(+/-6,803)","292,227","(+/-6,657)","316,537","(+/-9,840)","264,674","(+/-5,374)","389,115","(+/-8,931)","325,567","(+/-8,440)","275,497","(+/-6,924)","283,776","(+/-6,146)","287,003","(+/-3,992)","262,865","(+/-4,225)","290,579","(+/-3,637)","322,109","(+/-4,463)","329,199","(+/-3,195)","320,577","(+/-4,409)","326,392","(+/-2,342)","328,030","(+/-4,340)","322,908","(+/-3,708)","327,124","(+/-2,890)","337,114","(+/-4,114)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","25,547","(+/-2,979)","26,485","(+/-3,062)","31,202","(+/-3,166)","28,245","(+/-3,000)","27,291","(+/-2,860)","37,046","(+/-3,534)","74,748","(+/-4,978)","41,438","(+/-4,526)","42,872","(+/-3,497)","76,892","(+/-4,907)","30,056","(+/-3,380)","115,797","(+/-7,493)","50,220","(+/-5,158)","34,170","(+/-3,652)","29,146","(+/-3,511)","39,226","(+/-4,161)","29,019","(+/-3,397)","43,086","(+/-4,109)","48,900","(+/-3,281)","58,022","(+/-4,472)","42,314","(+/-3,119)","46,547","(+/-3,966)","38,754","(+/-2,987)","42,394","(+/-3,215)","52,834","(+/-3,649)","48,796","(+/-4,067)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","47,584","(+/-3,294)","39,310","(+/-3,454)","39,021","(+/-3,291)","33,281","(+/-3,246)","38,455","(+/-3,253)","56,104","(+/-4,795)","62,327","(+/-4,315)","51,273","(+/-5,085)","55,979","(+/-4,272)","61,620","(+/-4,906)","45,709","(+/-3,815)","82,125","(+/-6,392)","54,087","(+/-5,240)","57,169","(+/-5,571)","52,207","(+/-5,011)","59,476","(+/-4,784)","46,865","(+/-3,441)","57,716","(+/-4,245)","60,758","(+/-3,759)","70,054","(+/-4,903)","56,014","(+/-3,135)","67,776","(+/-3,662)","62,165","(+/-3,848)","57,911","(+/-3,128)","71,352","(+/-4,198)","72,856","(+/-4,093)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","64,710","(+/-3,976)","53,703","(+/-3,991)","58,522","(+/-4,401)","54,926","(+/-3,994)","65,901","(+/-4,361)","77,145","(+/-4,555)","64,529","(+/-5,435)","85,202","(+/-6,303)","72,658","(+/-4,893)","65,322","(+/-5,506)","69,285","(+/-4,407)","65,545","(+/-6,479)","79,776","(+/-6,062)","71,491","(+/-5,213)","92,061","(+/-5,670)","73,674","(+/-4,469)","60,682","(+/-4,026)","68,360","(+/-4,421)","71,521","(+/-3,490)","80,546","(+/-4,072)","76,325","(+/-3,868)","77,265","(+/-3,663)","80,078","(+/-3,875)","77,677","(+/-3,702)","77,519","(+/-4,507)","82,306","(+/-4,347)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","52,868","(+/-3,485)","49,217","(+/-3,410)","53,033","(+/-3,675)","50,270","(+/-3,145)","51,425","(+/-3,696)","52,269","(+/-3,885)","43,422","(+/-3,905)","56,375","(+/-4,855)","50,265","(+/-3,752)","45,686","(+/-4,533)","53,330","(+/-3,098)","38,974","(+/-4,668)","63,341","(+/-5,650)","50,630","(+/-4,121)","56,263","(+/-4,778)","51,668","(+/-3,534)","48,044","(+/-3,417)","55,270","(+/-3,025)","56,037","(+/-3,190)","49,183","(+/-3,392)","59,861","(+/-3,404)","54,665","(+/-2,866)","55,222","(+/-3,214)","58,705","(+/-3,091)","54,399","(+/-3,851)","52,760","(+/-3,100)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","39,712","(+/-2,508)","32,338","(+/-2,605)","39,565","(+/-2,965)","34,726","(+/-3,149)","33,303","(+/-2,894)","34,047","(+/-3,455)","22,478","(+/-3,317)","36,869","(+/-3,406)","33,727","(+/-3,911)","29,058","(+/-3,614)","32,345","(+/-2,812)","40,733","(+/-4,501)","35,818","(+/-4,211)","30,436","(+/-3,615)","28,964","(+/-3,932)","30,357","(+/-2,712)","37,795","(+/-2,873)","29,057","(+/-2,521)","38,499","(+/-2,427)","32,292","(+/-2,629)","37,608","(+/-2,627)","32,339","(+/-2,364)","37,987","(+/-2,734)","36,425","(+/-2,088)","33,647","(+/-2,641)","34,453","(+/-2,761)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","43,968","(+/-3,274)","44,823","(+/-3,050)","52,210","(+/-3,366)","43,560","(+/-3,000)","33,737","(+/-3,409)","34,498","(+/-2,613)","24,208","(+/-2,707)","30,099","(+/-3,308)","36,726","(+/-3,138)","37,959","(+/-3,926)","33,949","(+/-2,712)","45,941","(+/-4,682)","42,325","(+/-3,658)","31,601","(+/-2,764)","25,135","(+/-3,372)","32,602","(+/-3,073)","40,460","(+/-3,041)","37,090","(+/-2,351)","46,394","(+/-2,690)","39,102","(+/-2,552)","48,455","(+/-2,349)","47,800","(+/-2,375)","53,824","(+/-2,867)","49,796","(+/-2,336)","37,373","(+/-2,274)","45,943","(+/-2,982)"
Housing,Value,"Owner-occupied units","230,736","(+/-5,094)","195,500","(+/-4,669)","218,752","(+/-4,665)","196,299","(+/-4,459)","136,963","(+/-4,428)","122,054","(+/-5,155)","66,567","(+/-3,799)","93,150","(+/-4,175)","83,729","(+/-5,095)","91,200","(+/-5,506)","150,006","(+/-4,539)","128,223","(+/-7,728)","38,107","(+/-3,575)","82,485","(+/-4,898)","48,535","(+/-4,212)","159,438","(+/-4,705)","199,919","(+/-3,729)","194,812","(+/-4,663)","219,278","(+/-4,212)","200,703","(+/-4,371)","233,158","(+/-4,780)","217,102","(+/-3,753)","245,747","(+/-4,185)","236,617","(+/-4,061)","210,591","(+/-4,161)","204,666","(+/-4,372)"
Housing,Value,"Less than $50,000","3,459",(+/-943),"3,714",(+/-824),"2,763",(+/-844),"2,209",(+/-707),"3,502","(+/-1,051)","2,146",(+/-670),"1,911","(+/-1,031)","5,112","(+/-1,366)","2,387",(+/-761),"1,749",(+/-692),"3,670","(+/-1,109)","1,361",(+/-730),"2,512",(+/-985),"9,338","(+/-1,960)","3,561","(+/-1,263)","3,180","(+/-1,067)","4,095",(+/-997),"6,754","(+/-1,198)","13,624","(+/-1,488)","9,586","(+/-1,665)","16,118","(+/-1,511)","10,630","(+/-1,761)","19,542","(+/-1,908)","17,482","(+/-1,952)","11,290","(+/-2,446)","13,492","(+/-1,980)"
Housing,Value,"$50,000 to $99,999","4,364","(+/-1,151)","1,978",(+/-576),"1,799",(+/-701),"2,315",(+/-751),"2,374",(+/-878),"1,215",(+/-488),601,(+/-339),"1,290",(+/-582),859,(+/-489),"1,026",(+/-569),"2,772",(+/-847),"4,192","(+/-2,774)","1,151",(+/-749),"1,664",(+/-668),"2,256",(+/-841),"2,774",(+/-946),"3,808","(+/-1,285)","3,788","(+/-1,106)","26,117","(+/-1,792)","6,781","(+/-1,522)","36,538","(+/-2,645)","29,863","(+/-2,663)","45,020","(+/-2,627)","38,137","(+/-2,822)","17,580","(+/-2,360)","21,131","(+/-2,552)"
Housing,Value,"$100,000 to $149,999","1,851",(+/-715),"1,914",(+/-743),"2,291",(+/-961),"1,742",(+/-663),"1,431",(+/-637),"1,641",(+/-641),"1,094",(+/-523),"1,243",(+/-487),826,(+/-386),627,(+/-294),"1,530",(+/-637),"1,557",(+/-835),818,(+/-464),"1,423",(+/-604),"1,686",(+/-624),"5,842","(+/-1,526)","3,395","(+/-1,082)","5,699","(+/-1,235)","34,826","(+/-2,533)","13,358","(+/-1,739)","35,849","(+/-2,572)","39,875","(+/-2,781)","35,850","(+/-2,378)","43,483","(+/-2,814)","32,344","(+/-2,510)","26,694","(+/-2,623)"
Housing,Value,"$150,000 to $199,999","2,215",(+/-770),"2,681",(+/-850),"2,149",(+/-792),"2,724",(+/-837),"1,487",(+/-608),"2,137","(+/-1,107)",312,(+/-286),"1,056",(+/-579),"1,387",(+/-564),509,(+/-382),943,(+/-434),956,(+/-826),937,(+/-493),"3,194","(+/-1,160)","3,005","(+/-1,095)","8,668","(+/-1,646)","3,033",(+/-997),"10,067","(+/-1,318)","35,404","(+/-2,578)","22,680","(+/-2,170)","39,205","(+/-2,503)","45,246","(+/-3,092)","37,304","(+/-2,576)","47,159","(+/-3,045)","45,474","(+/-2,877)","40,056","(+/-2,776)"
