Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
People,"Sex and Age","45 to 54 years","83,389","(+/-2,482)","96,137","(+/-2,847)","96,615","(+/-3,463)","86,642","(+/-3,631)","93,339","(+/-4,621)","87,406","(+/-4,076)","92,122","(+/-3,394)","91,131","(+/-3,944)","91,917","(+/-1,854)","111,007","(+/-3,728)","90,529","(+/-2,253)","93,732","(+/-4,471)","90,190","(+/-3,990)","102,379","(+/-4,565)","99,769","(+/-3,623)","99,166","(+/-5,028)","94,768","(+/-4,929)","90,422","(+/-3,682)","95,516","(+/-4,900)","88,764","(+/-4,569)","77,063","(+/-4,271)","85,393","(+/-3,323)","77,973","(+/-4,922)","81,342","(+/-2,927)","85,287","(+/-4,170)","93,634","(+/-2,766)","103,701","(+/-6,628)","104,294","(+/-5,064)","94,564","(+/-5,472)","99,504","(+/-5,303)","96,428","(+/-5,986)","101,677","(+/-5,718)","97,683","(+/-5,766)","94,108","(+/-5,834)","100,419","(+/-5,649)","99,389","(+/-6,030)","86,163","(+/-5,413)","95,190","(+/-4,978)","91,718","(+/-4,604)","105,013","(+/-5,667)","101,491","(+/-4,423)","93,590","(+/-5,617)","90,287","(+/-4,382)","94,296","(+/-5,217)","102,069","(+/-5,905)","96,100","(+/-4,566)","96,578","(+/-4,754)","87,130","(+/-5,680)","97,526","(+/-6,530)","90,225","(+/-5,458)","90,602","(+/-5,688)","92,436","(+/-5,003)"
People,"Sex and Age","55 to 59 years","43,913","(+/-2,791)","50,993","(+/-2,949)","49,002","(+/-3,280)","45,129","(+/-3,533)","46,193","(+/-3,482)","44,276","(+/-3,437)","44,973","(+/-3,532)","45,891","(+/-3,650)","45,037","(+/-2,860)","49,710","(+/-3,421)","43,660","(+/-2,881)","43,014","(+/-3,548)","42,514","(+/-2,837)","48,511","(+/-3,452)","46,361","(+/-3,703)","44,475","(+/-3,258)","46,357","(+/-3,300)","44,893","(+/-2,614)","46,169","(+/-3,372)","44,789","(+/-3,438)","34,905","(+/-3,267)","36,273","(+/-2,756)","43,187","(+/-3,620)","42,815","(+/-2,725)","43,891","(+/-3,639)","48,217","(+/-3,043)","46,804","(+/-4,206)","50,201","(+/-3,766)","44,521","(+/-3,689)","46,119","(+/-5,130)","48,113","(+/-3,357)","51,385","(+/-4,396)","44,651","(+/-3,877)","38,500","(+/-3,332)","43,310","(+/-3,998)","46,933","(+/-4,173)","39,385","(+/-3,144)","47,932","(+/-3,840)","41,837","(+/-3,136)","55,958","(+/-4,023)","47,526","(+/-3,927)","44,547","(+/-3,161)","42,312","(+/-3,647)","47,230","(+/-3,312)","52,907","(+/-3,844)","44,526","(+/-3,386)","51,054","(+/-4,214)","45,978","(+/-4,162)","44,940","(+/-3,934)","40,595","(+/-3,428)","45,347","(+/-3,591)","38,904","(+/-3,158)"
People,"Sex and Age","60 to 64 years","47,432","(+/-2,855)","55,571","(+/-3,119)","55,031","(+/-3,299)","50,819","(+/-4,143)","54,027","(+/-3,931)","43,373","(+/-3,929)","44,880","(+/-3,268)","46,170","(+/-3,725)","40,406","(+/-2,604)","47,198","(+/-3,080)","39,068","(+/-2,852)","40,201","(+/-2,982)","36,834","(+/-3,517)","47,006","(+/-3,162)","44,011","(+/-3,582)","49,462","(+/-3,616)","44,428","(+/-4,595)","39,613","(+/-3,367)","47,872","(+/-3,567)","43,869","(+/-3,441)","37,647","(+/-3,742)","33,993","(+/-4,253)","41,651","(+/-3,382)","46,804","(+/-3,240)","45,443","(+/-4,041)","51,310","(+/-2,876)","45,620","(+/-3,760)","47,638","(+/-3,876)","42,077","(+/-3,645)","46,701","(+/-4,185)","47,104","(+/-3,989)","50,436","(+/-4,022)","39,286","(+/-3,840)","39,295","(+/-3,041)","38,526","(+/-3,755)","43,044","(+/-4,046)","40,276","(+/-3,542)","49,227","(+/-3,557)","37,956","(+/-3,045)","50,511","(+/-4,059)","52,050","(+/-4,488)","42,562","(+/-3,924)","41,229","(+/-3,375)","46,125","(+/-4,306)","50,869","(+/-3,736)","39,757","(+/-2,888)","43,229","(+/-3,806)","50,311","(+/-3,712)","48,404","(+/-3,469)","41,703","(+/-3,973)","47,842","(+/-4,471)","37,651","(+/-3,251)"
People,"Sex and Age","65 to 74 years","83,973","(+/-2,221)","103,095","(+/-2,988)","99,465","(+/-2,629)","84,473","(+/-3,835)","93,338","(+/-3,711)","65,942","(+/-2,743)","69,533","(+/-3,283)","75,790","(+/-4,069)","62,476","(+/-1,101)","72,444","(+/-3,392)","70,254","(+/-2,050)","69,001","(+/-3,342)","56,598","(+/-3,579)","67,323","(+/-3,444)","72,751","(+/-2,820)","72,406","(+/-3,876)","55,182","(+/-3,608)","54,854","(+/-2,827)","86,511","(+/-3,663)","67,329","(+/-3,151)","48,643","(+/-3,105)","46,741","(+/-2,481)","62,748","(+/-4,378)","80,929","(+/-3,092)","72,290","(+/-3,908)","73,880","(+/-3,168)","67,275","(+/-4,478)","75,217","(+/-4,605)","59,582","(+/-4,431)","66,711","(+/-4,242)","65,500","(+/-4,499)","79,486","(+/-4,317)","53,800","(+/-3,836)","58,302","(+/-3,858)","50,769","(+/-4,369)","72,704","(+/-4,451)","54,019","(+/-4,017)","72,791","(+/-4,031)","52,479","(+/-3,567)","77,734","(+/-4,833)","83,231","(+/-4,400)","54,539","(+/-4,090)","54,859","(+/-4,073)","62,982","(+/-3,614)","70,737","(+/-4,541)","56,336","(+/-4,068)","66,097","(+/-4,574)","78,558","(+/-5,180)","80,446","(+/-4,666)","62,015","(+/-3,825)","64,386","(+/-4,216)","60,015","(+/-4,287)"
People,"Sex and Age","75 to 84 years","44,123","(+/-2,052)","56,339","(+/-2,673)","52,410","(+/-2,532)","45,725","(+/-2,499)","49,152","(+/-2,250)","31,210","(+/-2,362)","35,885","(+/-2,850)","34,587","(+/-2,482)","33,307","(+/-1,694)","40,691","(+/-2,755)","38,804","(+/-2,029)","36,756","(+/-2,601)","24,334","(+/-2,119)","35,165","(+/-2,586)","39,207","(+/-2,236)","41,450","(+/-2,966)","31,008","(+/-2,952)","24,674","(+/-2,236)","47,838","(+/-2,930)","36,711","(+/-2,769)","25,828","(+/-2,026)","20,018","(+/-1,921)","29,442","(+/-2,533)","42,768","(+/-2,079)","45,590","(+/-3,368)","40,924","(+/-1,933)","25,940","(+/-2,485)","45,120","(+/-3,406)","26,724","(+/-2,655)","37,404","(+/-3,295)","37,865","(+/-3,607)","41,209","(+/-3,375)","24,028","(+/-2,213)","32,703","(+/-3,036)","24,394","(+/-2,125)","41,191","(+/-3,605)","23,410","(+/-2,470)","37,462","(+/-3,452)","24,837","(+/-2,782)","45,535","(+/-3,333)","51,789","(+/-3,304)","26,025","(+/-2,937)","25,808","(+/-2,512)","29,558","(+/-3,016)","41,957","(+/-2,813)","24,996","(+/-2,634)","40,583","(+/-3,072)","40,946","(+/-3,905)","41,607","(+/-3,470)","38,665","(+/-3,218)","34,990","(+/-3,231)","29,996","(+/-2,599)"
People,"Sex and Age","85 years and over","15,409","(+/-1,835)","17,529","(+/-1,915)","20,987","(+/-2,123)","15,546","(+/-1,925)","17,967","(+/-1,588)","11,773","(+/-1,729)","14,619","(+/-1,898)","14,108","(+/-2,141)","9,852","(+/-1,643)","16,119","(+/-1,943)","17,710","(+/-1,893)","13,153","(+/-1,913)","8,575","(+/-1,302)","15,240","(+/-1,902)","18,958","(+/-2,161)","18,341","(+/-1,948)","13,216","(+/-1,682)","10,124","(+/-1,828)","16,330","(+/-1,867)","11,914","(+/-1,696)","9,409","(+/-1,724)","7,345","(+/-1,343)","9,697","(+/-1,661)","17,138","(+/-1,708)","14,440","(+/-1,735)","14,707","(+/-1,727)","9,688","(+/-1,835)","19,765","(+/-2,323)","8,840","(+/-1,332)","18,507","(+/-2,272)","13,717","(+/-1,812)","19,642","(+/-2,539)","7,131","(+/-1,334)","14,282","(+/-1,804)","7,700","(+/-1,372)","19,184","(+/-2,599)","12,734","(+/-2,033)","15,595","(+/-2,076)","7,171","(+/-1,272)","19,251","(+/-2,391)","13,536","(+/-2,104)","9,637","(+/-1,729)","10,623","(+/-1,714)","10,651","(+/-1,665)","16,789","(+/-2,118)","8,942","(+/-1,451)","14,695","(+/-2,345)","13,528","(+/-2,128)","13,174","(+/-1,760)","13,345","(+/-1,449)","12,570","(+/-1,741)","10,772","(+/-1,720)"
People,"Sex and Age","Median age (years)",38.7,(+/-0.4),45.5,(+/-0.5),43.7,(+/-0.5),39.3,(+/-0.5),41.4,(+/-0.7),36.6,(+/-0.6),37.3,(+/-0.7),38.7,(+/-0.6),35.4,(+/-0.3),41.4,(+/-0.6),39.7,(+/-0.4),38.3,(+/-0.6),32.2,(+/-0.4),40.6,(+/-0.6),41.3,(+/-0.5),40.6,(+/-0.6),37.4,(+/-0.6),34.5,(+/-0.5),41.4,(+/-0.7),35.3,(+/-0.7),32.0,(+/-0.5),30.3,(+/-0.4),34.0,(+/-0.7),37.7,(+/-0.6),37.3,(+/-0.9),39.4,(+/-0.6),37.9,(+/-0.9),43.0,(+/-0.8),36.6,(+/-0.6),40.0,(+/-0.8),39.1,(+/-0.8),40.6,(+/-0.7),33.7,(+/-0.7),36.6,(+/-0.6),34.2,(+/-0.6),40.7,(+/-0.6),34.5,(+/-0.7),40.2,(+/-0.8),32.9,(+/-0.6),43.1,(+/-0.8),40.1,(+/-0.9),36.0,(+/-0.7),35.5,(+/-0.7),36.8,(+/-0.7),40.8,(+/-0.7),34.8,(+/-0.6),38.5,(+/-0.8),38.7,(+/-0.9),40.0,(+/-0.9),37.0,(+/-0.7),37.3,(+/-0.8),35.3,(+/-0.7)
People,"Sex and Age","18 years and over","588,696","(+/-2,551)","609,165","(+/-6,742)","617,188","(+/-6,245)","615,282","(+/-6,404)","609,560","(+/-11,990)","573,133","(+/-11,676)","595,553","(+/-11,673)","587,769","(+/-9,287)","569,929","(+/-3,511)","585,586","(+/-8,609)","611,794","(+/-7,290)","602,218","(+/-6,715)","555,018","(+/-9,216)","583,420","(+/-7,466)","582,762","(+/-9,025)","582,387","(+/-11,132)","601,855","(+/-11,495)","556,908","(+/-10,688)","600,088","(+/-10,109)","586,211","(+/-14,280)","529,197","(+/-12,732)","544,001","(+/-9,942)","551,690","(+/-9,991)","605,168","(+/-5,686)","582,037","(+/-9,507)","589,314","(+/-6,686)","561,018","(+/-11,413)","582,006","(+/-10,136)","578,060","(+/-16,652)","626,004","(+/-10,784)","573,250","(+/-8,816)","635,943","(+/-15,235)","581,093","(+/-11,418)","604,381","(+/-16,426)","577,427","(+/-10,957)","609,284","(+/-13,063)","580,639","(+/-16,510)","574,871","(+/-9,515)","581,252","(+/-8,157)","593,821","(+/-9,655)","615,137","(+/-11,730)","564,400","(+/-11,384)","547,019","(+/-12,646)","570,236","(+/-11,244)","596,495","(+/-9,327)","577,673","(+/-9,829)","609,766","(+/-5,622)","586,990","(+/-12,103)","590,000","(+/-9,787)","622,442","(+/-13,211)","609,220","(+/-13,204)","565,980","(+/-12,235)"
People,"Sex and Age","65 years and over","143,505","(+/-2,286)","176,963","(+/-3,695)","172,862","(+/-3,311)","145,744","(+/-4,719)","160,457","(+/-4,157)","108,925","(+/-3,802)","120,037","(+/-4,246)","124,485","(+/-5,297)","105,635","(+/-1,463)","129,254","(+/-4,695)","126,768","(+/-2,841)","118,910","(+/-4,304)","89,507","(+/-3,992)","117,728","(+/-4,402)","130,916","(+/-3,895)","132,197","(+/-4,987)","99,406","(+/-4,590)","89,652","(+/-3,666)","150,679","(+/-4,726)","115,954","(+/-4,333)","83,880","(+/-4,128)","74,104","(+/-3,230)","101,887","(+/-5,154)","140,835","(+/-3,698)","132,320","(+/-5,687)","129,511","(+/-3,556)","102,903","(+/-5,367)","140,102","(+/-6,465)","95,146","(+/-5,481)","122,622","(+/-5,821)","117,082","(+/-6,091)","140,337","(+/-6,242)","84,959","(+/-4,405)","105,287","(+/-6,096)","82,863","(+/-5,179)","133,079","(+/-6,483)","90,163","(+/-5,390)","125,848","(+/-5,898)","84,487","(+/-5,147)","142,520","(+/-6,297)","148,556","(+/-5,454)","90,201","(+/-5,259)","91,290","(+/-5,009)","103,191","(+/-4,700)","129,483","(+/-5,502)","90,274","(+/-5,188)","121,375","(+/-5,938)","133,032","(+/-7,113)","135,227","(+/-6,434)","114,025","(+/-5,547)","111,946","(+/-5,535)","100,783","(+/-5,596)"
People,Race,"Total population","758,561","(+/-3,027)","747,410","(+/-8,406)","773,866","(+/-7,788)","765,203","(+/-8,658)","778,853","(+/-16,438)","749,993","(+/-16,881)","763,060","(+/-16,321)","748,189","(+/-9,634)","769,426","(+/-4,438)","754,064","(+/-9,835)","705,678","(+/-8,939)","736,597","(+/-5,846)","782,352","(+/-13,839)","733,220","(+/-7,509)","719,254","(+/-11,158)","735,381","(+/-14,877)","740,766","(+/-14,316)","734,686","(+/-13,687)","745,616","(+/-13,091)","793,325","(+/-17,692)","748,904","(+/-17,492)","775,019","(+/-14,578)","756,057","(+/-13,183)","750,711","(+/-5,305)","773,601","(+/-8,503)","758,064","(+/-7,656)","737,592","(+/-12,827)","719,742","(+/-12,177)","728,732","(+/-21,192)","732,048","(+/-12,271)","730,452","(+/-11,163)","783,556","(+/-21,904)","774,631","(+/-13,528)","745,561","(+/-21,063)","769,910","(+/-13,923)","727,412","(+/-14,913)","740,416","(+/-22,056)","720,021","(+/-10,932)","770,106","(+/-8,806)","742,204","(+/-11,727)","797,316","(+/-13,078)","723,841","(+/-13,561)","723,043","(+/-15,650)","735,344","(+/-14,983)","752,508","(+/-9,802)","749,454","(+/-11,043)","752,940","(+/-3,628)","766,556","(+/-13,255)","752,364","(+/-9,437)","748,969","(+/-16,234)","757,528","(+/-15,991)","749,240","(+/-15,138)"
People,Race,"One race","635,601","(+/-9,336)","647,277","(+/-11,218)","667,745","(+/-11,378)","634,906","(+/-12,712)","632,831","(+/-16,330)","643,679","(+/-18,407)","651,271","(+/-16,286)","626,017","(+/-11,990)","616,934","(+/-13,906)","644,071","(+/-12,579)","618,281","(+/-10,056)","648,402","(+/-8,674)","588,319","(+/-16,670)","645,600","(+/-11,022)","616,418","(+/-14,146)","638,979","(+/-15,242)","673,044","(+/-13,662)","569,314","(+/-14,511)","635,186","(+/-13,216)","636,554","(+/-17,735)","562,578","(+/-19,055)","572,237","(+/-17,962)","547,451","(+/-14,323)","582,801","(+/-10,688)","527,374","(+/-16,970)","567,605","(+/-13,852)","565,153","(+/-16,711)","627,448","(+/-12,598)","535,352","(+/-19,271)","644,702","(+/-12,757)","537,543","(+/-14,853)","670,030","(+/-19,750)","624,590","(+/-16,338)","622,621","(+/-20,211)","597,225","(+/-18,444)","624,357","(+/-14,763)","583,398","(+/-21,335)","575,160","(+/-15,902)","643,649","(+/-13,248)","619,266","(+/-14,011)","636,974","(+/-15,526)","496,927","(+/-14,593)","545,987","(+/-17,278)","556,401","(+/-17,630)","637,546","(+/-12,725)","590,484","(+/-12,979)","641,269","(+/-9,992)","625,591","(+/-14,427)","590,771","(+/-16,190)","626,453","(+/-16,351)","628,448","(+/-14,973)","534,831","(+/-14,347)"
People,Race,White,"497,371","(+/-6,477)","515,509","(+/-7,453)","560,188","(+/-8,991)","419,287","(+/-9,186)","476,924","(+/-13,105)","376,814","(+/-11,215)","257,806","(+/-9,852)","201,507","(+/-9,194)","254,879","(+/-8,349)","367,362","(+/-8,650)","298,743","(+/-4,180)","264,170","(+/-8,928)","218,641","(+/-10,995)","199,726","(+/-9,794)","220,980","(+/-7,671)","329,419","(+/-10,868)","159,529","(+/-8,704)","159,545","(+/-8,535)","383,635","(+/-8,977)","429,886","(+/-14,505)","207,937","(+/-15,330)","234,112","(+/-15,093)","332,397","(+/-11,971)","428,528","(+/-9,383)","226,167","(+/-11,078)","380,270","(+/-11,376)","265,227","(+/-13,017)","215,013","(+/-10,191)","182,473","(+/-10,965)","422,347","(+/-13,539)","138,559","(+/-8,575)","414,341","(+/-16,548)","186,633","(+/-12,549)","108,541","(+/-6,844)","147,682","(+/-11,820)","414,528","(+/-14,548)","121,811","(+/-9,535)","136,381","(+/-9,125)","196,722","(+/-11,350)","381,020","(+/-12,910)","361,414","(+/-12,249)","183,712","(+/-11,084)","78,518","(+/-7,252)","160,072","(+/-9,581)","216,276","(+/-9,860)","183,332","(+/-11,772)","400,076","(+/-12,501)","443,566","(+/-13,913)","447,874","(+/-13,818)","432,283","(+/-14,132)","380,178","(+/-13,726)","155,687","(+/-10,277)"
People,Race,"Black or African American","13,327","(+/-1,933)","12,392","(+/-2,075)","15,174","(+/-2,445)","23,165","(+/-3,638)","15,185","(+/-2,833)","65,281","(+/-7,268)","80,812","(+/-7,854)","113,620","(+/-6,923)","59,008","(+/-4,675)","37,196","(+/-5,192)","33,929","(+/-3,389)","113,214","(+/-7,433)","23,303","(+/-3,667)","39,143","(+/-6,203)","18,572","(+/-2,938)","16,969","(+/-4,356)","13,357","(+/-2,727)","15,768","(+/-3,246)","13,058","(+/-2,132)","26,451","(+/-4,785)","36,852","(+/-4,337)","36,176","(+/-3,604)","62,697","(+/-7,530)","11,692","(+/-1,236)","39,662","(+/-6,999)","14,635","(+/-1,951)","73,409","(+/-8,943)","32,837","(+/-6,219)","31,636","(+/-5,845)","34,277","(+/-5,185)","17,363","(+/-3,414)","31,362","(+/-4,790)","70,068","(+/-7,699)","32,922","(+/-3,587)","47,673","(+/-6,519)","29,297","(+/-4,925)","152,485","(+/-10,667)","12,617","(+/-2,963)","62,529","(+/-7,243)","11,549","(+/-2,745)","40,164","(+/-6,458)","45,116","(+/-5,922)","158,354","(+/-9,768)","80,916","(+/-8,795)","17,713","(+/-3,647)","13,594","(+/-3,232)","9,555","(+/-2,441)","31,102","(+/-6,201)","17,635","(+/-3,517)","20,441","(+/-3,375)","39,878","(+/-5,270)","56,292","(+/-5,803)"
People,Race,"American Indian and Alaska Native","13,031","(+/-2,707)","17,185","(+/-2,942)","6,495","(+/-1,839)","7,610","(+/-2,871)","9,244","(+/-1,979)","11,565","(+/-3,858)","6,996","(+/-1,844)","7,865","(+/-2,721)","13,164","(+/-4,257)","3,524","(+/-1,206)","6,686","(+/-4,427)","7,724","(+/-3,336)","14,244","(+/-4,283)","7,012","(+/-2,155)","8,740","(+/-3,527)","7,262","(+/-2,660)","3,167","(+/-1,058)","14,269","(+/-3,995)","5,505","(+/-2,024)","11,501","(+/-4,260)","13,677","(+/-3,305)","15,342","(+/-3,740)","8,386","(+/-1,831)","11,504","(+/-3,502)","15,614","(+/-3,621)","14,057","(+/-5,902)","8,295","(+/-2,723)","4,435","(+/-1,493)","12,032","(+/-3,598)","5,357","(+/-1,623)","14,548","(+/-3,990)","5,821","(+/-2,016)","11,636","(+/-2,947)","19,123","(+/-4,189)","16,337","(+/-4,129)","3,946","(+/-1,628)","9,783","(+/-2,667)","15,045","(+/-3,686)","8,886","(+/-2,095)","6,576","(+/-2,952)","10,942","(+/-3,420)","13,685","(+/-3,473)","8,930","(+/-2,530)","11,056","(+/-2,615)","4,406","(+/-1,732)","10,635","(+/-2,920)","4,901","(+/-1,620)","8,712","(+/-1,739)","7,284","(+/-2,576)","5,441","(+/-1,513)","3,968","(+/-1,526)","11,440","(+/-3,581)"
People,Race,Asian,"43,223","(+/-2,729)","32,514","(+/-3,173)","59,082","(+/-5,302)","62,820","(+/-4,234)","48,180","(+/-5,150)","89,580","(+/-8,334)","183,611","(+/-8,740)","137,200","(+/-7,059)","136,216","(+/-4,262)","176,614","(+/-6,889)","229,189","(+/-7,651)","157,477","(+/-8,490)","52,442","(+/-5,446)","292,496","(+/-9,407)","277,025","(+/-8,597)","216,713","(+/-7,768)","429,305","(+/-12,381)","87,703","(+/-6,664)","146,975","(+/-9,180)","59,813","(+/-7,028)","75,325","(+/-6,903)","31,230","(+/-4,873)","32,145","(+/-4,636)","37,212","(+/-3,152)","28,268","(+/-4,647)","62,021","(+/-4,500)","71,416","(+/-8,083)","276,147","(+/-10,939)","56,263","(+/-7,059)","84,987","(+/-6,652)","142,311","(+/-9,839)","99,508","(+/-8,061)","56,198","(+/-5,158)","132,314","(+/-9,232)","93,637","(+/-8,911)","129,758","(+/-9,217)","48,972","(+/-5,148)","160,792","(+/-10,633)","43,391","(+/-5,117)","150,394","(+/-10,946)","72,834","(+/-4,837)","53,427","(+/-6,814)","65,301","(+/-6,904)","85,626","(+/-7,425)","293,495","(+/-12,630)","124,297","(+/-9,605)","182,232","(+/-10,971)","47,394","(+/-5,317)","54,801","(+/-6,461)","111,238","(+/-7,433)","125,912","(+/-7,596)","107,014","(+/-8,796)"
People,Race,"Native Hawaiian and Other Pacific Islander","4,124","(+/-1,987)","1,341",(+/-744),636,(+/-377),"3,022","(+/-1,485)","6,938","(+/-2,154)","6,600","(+/-2,294)","11,659","(+/-3,075)","8,403","(+/-2,009)","3,703","(+/-1,201)","1,678","(+/-1,032)","3,259","(+/-1,557)","1,488","(+/-1,054)","1,678",(+/-538),"7,791","(+/-2,005)","10,177","(+/-1,460)","2,257","(+/-1,351)","2,627","(+/-1,397)","3,247","(+/-1,697)","3,019",(+/-986),"1,552",(+/-817),671,(+/-624),"2,532","(+/-2,178)","5,289","(+/-1,895)","1,335",(+/-477),414,(+/-257),"1,788","(+/-1,322)",799,(+/-580),"1,897","(+/-1,242)",933,(+/-901),"1,146",(+/-673),"1,237",(+/-893),467,(+/-401),"1,533",(+/-673),869,(+/-836),"1,512",(+/-814),"1,029",(+/-547),"1,325","(+/-1,465)","2,419","(+/-1,324)","6,484","(+/-2,156)","2,009","(+/-1,600)","1,460",(+/-766),"3,055","(+/-1,751)","1,182",(+/-722),"7,817","(+/-2,767)","3,978","(+/-1,896)","1,656",(+/-786),"2,822","(+/-1,534)","2,232",(+/-958),"3,042","(+/-1,438)","2,544","(+/-1,152)","3,703","(+/-1,783)","5,542","(+/-2,012)"
People,Race,"Some other race","64,525","(+/-6,044)","68,336","(+/-8,776)","26,170","(+/-3,728)","119,002","(+/-11,085)","76,360","(+/-10,126)","93,839","(+/-11,844)","110,387","(+/-11,034)","157,422","(+/-11,588)","149,964","(+/-12,762)","57,697","(+/-8,315)","46,475","(+/-6,484)","104,329","(+/-8,967)","278,011","(+/-13,894)","99,432","(+/-9,584)","80,924","(+/-9,301)","66,359","(+/-10,124)","65,059","(+/-8,560)","288,782","(+/-11,736)","82,994","(+/-8,629)","107,351","(+/-10,046)","228,116","(+/-16,876)","252,845","(+/-15,067)","106,537","(+/-12,127)","92,530","(+/-7,981)","217,249","(+/-15,919)","94,834","(+/-8,984)","146,007","(+/-15,390)","97,119","(+/-8,952)","252,015","(+/-17,205)","96,588","(+/-9,583)","223,525","(+/-13,198)","118,531","(+/-10,864)","298,522","(+/-15,591)","328,852","(+/-19,398)","290,384","(+/-18,549)","45,799","(+/-5,739)","249,022","(+/-16,072)","247,906","(+/-14,423)","325,637","(+/-15,155)","67,718","(+/-7,893)","150,160","(+/-12,677)","197,932","(+/-13,360)","233,702","(+/-17,461)","210,914","(+/-14,199)","101,678","(+/-10,448)","256,970","(+/-15,133)","41,683","(+/-6,535)","92,585","(+/-10,970)","60,135","(+/-8,039)","54,506","(+/-7,664)","74,809","(+/-9,850)","198,856","(+/-12,149)"
People,Race,"Two or more races","122,960","(+/-9,085)","100,133","(+/-7,033)","106,121","(+/-8,388)","130,297","(+/-10,202)","146,022","(+/-10,774)","106,314","(+/-8,836)","111,789","(+/-8,332)","122,172","(+/-9,778)","152,492","(+/-13,590)","109,993","(+/-10,608)","87,397","(+/-7,089)","88,195","(+/-7,082)","194,033","(+/-13,531)","87,620","(+/-8,889)","102,836","(+/-10,459)","96,402","(+/-10,119)","67,722","(+/-7,221)","165,372","(+/-9,946)","110,430","(+/-8,420)","156,771","(+/-14,375)","186,326","(+/-14,738)","202,782","(+/-15,319)","208,606","(+/-15,754)","167,910","(+/-9,723)","246,227","(+/-15,366)","190,459","(+/-12,510)","172,439","(+/-14,235)","92,294","(+/-7,220)","193,380","(+/-13,572)","87,346","(+/-9,271)","192,909","(+/-12,567)","113,526","(+/-10,315)","150,041","(+/-14,530)","122,940","(+/-10,614)","172,685","(+/-11,324)","103,055","(+/-7,886)","157,018","(+/-11,416)","144,861","(+/-11,960)","126,457","(+/-11,504)","122,938","(+/-9,037)","160,342","(+/-11,192)","226,914","(+/-13,559)","177,056","(+/-14,301)","178,943","(+/-12,150)","114,962","(+/-10,804)","158,970","(+/-10,489)","111,671","(+/-8,981)","140,965","(+/-12,025)","161,593","(+/-14,946)","122,516","(+/-8,348)","129,080","(+/-9,466)","214,409","(+/-12,564)"
People,"Hispanic or Latino and Race","Total population","758,561","(+/-3,027)","747,410","(+/-8,406)","773,866","(+/-7,788)","765,203","(+/-8,658)","778,853","(+/-16,438)","749,993","(+/-16,881)","763,060","(+/-16,321)","748,189","(+/-9,634)","769,426","(+/-4,438)","754,064","(+/-9,835)","705,678","(+/-8,939)","736,597","(+/-5,846)","782,352","(+/-13,839)","733,220","(+/-7,509)","719,254","(+/-11,158)","735,381","(+/-14,877)","740,766","(+/-14,316)","734,686","(+/-13,687)","745,616","(+/-13,091)","793,325","(+/-17,692)","748,904","(+/-17,492)","775,019","(+/-14,578)","756,057","(+/-13,183)","750,711","(+/-5,305)","773,601","(+/-8,503)","758,064","(+/-7,656)","737,592","(+/-12,827)","719,742","(+/-12,177)","728,732","(+/-21,192)","732,048","(+/-12,271)","730,452","(+/-11,163)","783,556","(+/-21,904)","774,631","(+/-13,528)","745,561","(+/-21,063)","769,910","(+/-13,923)","727,412","(+/-14,913)","740,416","(+/-22,056)","720,021","(+/-10,932)","770,106","(+/-8,806)","742,204","(+/-11,727)","797,316","(+/-13,078)","723,841","(+/-13,561)","723,043","(+/-15,650)","735,344","(+/-14,983)","752,508","(+/-9,802)","749,454","(+/-11,043)","752,940","(+/-3,628)","766,556","(+/-13,255)","752,364","(+/-9,437)","748,969","(+/-16,234)","757,528","(+/-15,991)","749,240","(+/-15,138)"
