Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","79,982","(+/-3,537)","69,806","(+/-4,978)","69,986","(+/-5,094)","79,382","(+/-3,834)","68,558","(+/-4,102)","71,011","(+/-3,453)","82,051","(+/-3,972)","94,563","(+/-4,306)","108,729","(+/-3,697)","79,545","(+/-4,249)","82,365","(+/-3,431)","95,166","(+/-4,448)","107,787","(+/-3,494)","119,238","(+/-3,573)","114,562","(+/-3,468)","111,997","(+/-4,042)","97,712","(+/-3,934)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,009",(+/-871),"7,639","(+/-1,917)","5,884","(+/-1,552)","2,748",(+/-863),"1,893",(+/-754),"1,751",(+/-690),"2,508",(+/-878),"3,407",(+/-709),"5,908",(+/-904),"1,987",(+/-717),"3,593","(+/-1,020)","4,857","(+/-1,049)","6,983",(+/-880),"8,849","(+/-1,333)","10,596","(+/-1,089)","7,629","(+/-1,315)","3,203",(+/-831)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","5,211","(+/-1,294)","16,699","(+/-2,910)","14,113","(+/-3,271)","5,198","(+/-1,193)","5,519","(+/-1,053)","4,807","(+/-1,112)","8,613","(+/-1,434)","12,728","(+/-1,758)","20,930","(+/-1,946)","10,089","(+/-1,615)","8,877","(+/-1,452)","18,339","(+/-1,980)","25,187","(+/-1,846)","27,655","(+/-2,007)","29,835","(+/-1,942)","25,570","(+/-1,505)","12,952","(+/-1,899)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","10,334","(+/-1,718)","23,228","(+/-3,504)","23,230","(+/-3,423)","11,246","(+/-1,687)","12,394","(+/-1,848)","11,759","(+/-1,703)","18,749","(+/-1,920)","27,356","(+/-2,379)","36,885","(+/-2,459)","24,276","(+/-2,956)","20,497","(+/-1,942)","30,747","(+/-2,534)","37,987","(+/-2,719)","41,175","(+/-2,572)","40,186","(+/-2,132)","39,930","(+/-2,699)","29,657","(+/-2,842)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","17,787","(+/-1,916)","12,867","(+/-2,256)","10,096","(+/-2,083)","18,755","(+/-1,967)","12,734","(+/-1,872)","15,619","(+/-1,874)","20,034","(+/-2,049)","24,040","(+/-2,265)","25,390","(+/-1,803)","22,154","(+/-2,413)","25,424","(+/-2,210)","19,411","(+/-1,977)","21,494","(+/-1,793)","23,922","(+/-2,133)","19,745","(+/-1,492)","22,060","(+/-2,296)","24,709","(+/-2,510)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","16,648","(+/-1,744)","5,805","(+/-1,637)","7,261","(+/-1,878)","15,330","(+/-1,570)","12,154","(+/-1,717)","12,772","(+/-1,839)","15,741","(+/-2,176)","13,203","(+/-1,693)","10,993","(+/-1,273)","10,694","(+/-1,796)","11,200","(+/-1,488)","10,551","(+/-1,231)","8,712","(+/-1,538)","9,649","(+/-1,417)","7,574",(+/-906),"9,133","(+/-1,358)","12,011","(+/-1,559)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","27,993","(+/-2,435)","3,568","(+/-1,338)","9,402","(+/-1,459)","26,105","(+/-2,669)","23,864","(+/-2,246)","24,303","(+/-2,142)","16,406","(+/-2,054)","13,829","(+/-1,743)","8,623","(+/-1,018)","10,345","(+/-1,815)","12,774","(+/-1,752)","11,261","(+/-1,657)","7,424","(+/-1,136)","7,988","(+/-1,333)","6,626",(+/-979),"7,675","(+/-1,502)","15,180","(+/-1,600)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",853,(+/-25),481,(+/-22),536,(+/-19),822,(+/-29),825,(+/-29),822,(+/-25),710,(+/-22),626,(+/-13),548,(+/-10),631,(+/-25),662,(+/-14),555,(+/-15),510,(+/-11),507,(+/-12),472,(+/-7),511,(+/-12),623,(+/-17)
Housing,"Gross Rent","Occupied units paying rent","62,053","(+/-3,500)","122,884","(+/-7,157)","189,040","(+/-8,012)","72,019","(+/-3,532)","99,608","(+/-5,956)","76,626","(+/-3,943)","88,508","(+/-4,652)","84,611","(+/-3,994)","72,985","(+/-4,134)","93,640","(+/-3,981)","81,360","(+/-3,787)","115,915","(+/-4,951)","72,676","(+/-3,776)","68,112","(+/-3,234)","72,503","(+/-3,750)","80,407","(+/-3,758)","87,292","(+/-4,729)"
Housing,"Gross Rent","Less than $500","3,180",(+/-926),"10,428","(+/-2,767)","19,771","(+/-3,238)","3,422","(+/-1,133)","5,201","(+/-1,364)","3,632","(+/-1,034)","7,346","(+/-1,413)","9,552","(+/-1,609)","8,637","(+/-1,396)","7,528","(+/-1,885)","3,617","(+/-1,098)","12,816","(+/-1,640)","9,406","(+/-1,433)","12,909","(+/-1,871)","9,955","(+/-1,581)","12,203","(+/-1,569)","8,717","(+/-1,404)"
Housing,"Gross Rent","$500 to $999","6,619","(+/-1,199)","28,744","(+/-4,124)","31,767","(+/-4,766)","9,352","(+/-1,285)","21,258","(+/-3,739)","14,362","(+/-2,143)","18,537","(+/-2,610)","34,614","(+/-3,103)","38,819","(+/-3,195)","31,737","(+/-3,410)","23,567","(+/-2,940)","41,841","(+/-4,470)","39,918","(+/-2,845)","39,402","(+/-3,027)","37,513","(+/-2,705)","41,972","(+/-3,419)","32,971","(+/-2,806)"
Housing,"Gross Rent","$1,000 to $1,499","21,251","(+/-2,675)","50,313","(+/-4,824)","63,525","(+/-6,025)","22,842","(+/-2,580)","36,899","(+/-3,440)","25,907","(+/-2,749)","34,136","(+/-3,108)","27,302","(+/-3,106)","16,886","(+/-1,844)","33,898","(+/-3,391)","32,325","(+/-3,174)","37,429","(+/-3,127)","18,066","(+/-2,522)","10,864","(+/-1,581)","17,043","(+/-1,860)","17,958","(+/-2,280)","29,249","(+/-3,312)"
Housing,"Gross Rent","$1,500 to $1,999","19,861","(+/-2,567)","20,569","(+/-3,874)","45,251","(+/-4,363)","18,997","(+/-2,159)","21,722","(+/-3,282)","18,185","(+/-2,366)","20,888","(+/-3,078)","9,889","(+/-1,979)","6,469","(+/-1,852)","15,657","(+/-2,265)","15,120","(+/-2,139)","14,459","(+/-2,080)","3,722","(+/-1,051)","3,712","(+/-1,051)","4,598","(+/-1,209)","4,834","(+/-1,279)","10,347","(+/-1,896)"
Housing,"Gross Rent","$2,000 to $2,499","6,297","(+/-1,302)","7,854","(+/-2,081)","16,828","(+/-2,659)","9,505","(+/-1,766)","8,974","(+/-2,207)","8,736","(+/-1,623)","5,879","(+/-1,309)","2,052",(+/-914),605,(+/-342),"2,125",(+/-904),"3,607",(+/-933),"4,865","(+/-1,079)",742,(+/-359),891,(+/-510),"2,141",(+/-763),"1,488",(+/-614),"3,455","(+/-1,360)"
Housing,"Gross Rent","$2,500 to $2,999","1,950",(+/-588),"1,742",(+/-782),"5,307","(+/-1,399)","3,301","(+/-1,011)","2,642","(+/-1,140)","2,543",(+/-891),672,(+/-514),35,(+/-46),520,(+/-437),833,(+/-593),840,(+/-451),"3,076","(+/-1,164)",204,(+/-244),66,(+/-118),557,(+/-452),151,(+/-172),766,(+/-414)
Housing,"Gross Rent","$3,000 or more","2,895",(+/-896),"3,234","(+/-1,214)","6,591","(+/-1,383)","4,600","(+/-1,050)","2,912",(+/-882),"3,261",(+/-844),"1,050",(+/-358),"1,167",(+/-717),"1,049",(+/-471),"1,862",(+/-861),"2,284",(+/-748),"1,429",(+/-543),618,(+/-432),268,(+/-194),696,(+/-491),"1,801",(+/-716),"1,787",(+/-612)
Housing,"Gross Rent","Median (dollars)","1,500",(+/-49),"1,208",(+/-38),"1,348",(+/-34),"1,510",(+/-52),"1,287",(+/-57),"1,397",(+/-40),"1,234",(+/-39),975,(+/-33),849,(+/-22),"1,095",(+/-39),"1,216",(+/-38),"1,039",(+/-38),826,(+/-22),753,(+/-23),841,(+/-21),824,(+/-27),"1,028",(+/-37)
Housing,"Gross Rent","No rent paid","3,034",(+/-967),"6,714","(+/-2,031)","6,482","(+/-2,017)","2,783",(+/-943),"3,707",(+/-949),"3,010",(+/-817),"4,950","(+/-1,170)","8,061","(+/-1,469)","6,716","(+/-1,126)","4,646","(+/-1,003)","2,472",(+/-717),"4,964","(+/-1,106)","8,844","(+/-1,155)","10,349","(+/-1,757)","7,165",(+/-874),"6,691","(+/-1,202)","5,031","(+/-1,215)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","294,447","(+/-2,779)","294,858","(+/-7,893)","366,601","(+/-8,184)","301,161","(+/-4,394)","296,380","(+/-4,411)","289,013","(+/-3,164)","297,250","(+/-3,638)","306,589","(+/-4,505)","309,917","(+/-4,208)","316,477","(+/-3,466)","299,014","(+/-2,940)","332,546","(+/-5,335)","312,536","(+/-2,865)","324,690","(+/-3,809)","308,043","(+/-3,477)","317,477","(+/-2,786)","327,066","(+/-5,452)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","7,099","(+/-1,214)","24,813","(+/-3,816)","37,721","(+/-5,256)","10,884","(+/-1,699)","20,870","(+/-2,993)","10,863","(+/-1,909)","12,357","(+/-1,747)","18,080","(+/-2,364)","13,575","(+/-1,597)","18,084","(+/-2,636)","9,397","(+/-1,794)","21,986","(+/-2,808)","16,910","(+/-2,005)","18,295","(+/-1,998)","17,330","(+/-1,720)","17,730","(+/-2,007)","15,568","(+/-1,937)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","5,572","(+/-1,338)","15,171","(+/-3,556)","21,453","(+/-3,711)","5,387","(+/-1,118)","8,613","(+/-1,793)","6,965","(+/-1,508)","9,383","(+/-1,735)","16,576","(+/-2,056)","12,109","(+/-1,533)","8,786","(+/-1,828)","6,902","(+/-1,274)","13,091","(+/-2,081)","13,078","(+/-1,484)","15,578","(+/-2,071)","13,147","(+/-1,637)","13,695","(+/-1,817)","12,237","(+/-1,735)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","12,090","(+/-2,021)","31,408","(+/-4,187)","30,332","(+/-3,280)","12,250","(+/-2,019)","16,944","(+/-2,299)","16,145","(+/-2,563)","21,153","(+/-2,610)","24,022","(+/-2,307)","28,057","(+/-2,665)","18,387","(+/-2,307)","15,410","(+/-1,965)","27,069","(+/-3,063)","24,972","(+/-2,597)","29,985","(+/-2,494)","29,178","(+/-2,423)","29,574","(+/-2,666)","20,707","(+/-2,284)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","15,434","(+/-2,303)","32,894","(+/-4,197)","34,535","(+/-4,562)","15,206","(+/-2,356)","18,467","(+/-2,714)","14,642","(+/-1,969)","22,847","(+/-2,507)","26,060","(+/-2,754)","25,114","(+/-2,056)","19,798","(+/-2,415)","19,231","(+/-2,176)","26,375","(+/-2,765)","28,488","(+/-2,427)","30,004","(+/-2,636)","28,420","(+/-2,219)","27,330","(+/-2,697)","20,367","(+/-2,016)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","26,419","(+/-2,763)","33,891","(+/-4,935)","36,752","(+/-4,857)","22,219","(+/-2,811)","28,355","(+/-3,340)","21,666","(+/-2,251)","34,547","(+/-3,290)","35,269","(+/-3,240)","38,300","(+/-2,713)","33,856","(+/-4,067)","33,351","(+/-3,471)","36,006","(+/-3,246)","38,110","(+/-2,813)","40,920","(+/-2,776)","38,841","(+/-2,275)","41,919","(+/-2,940)","33,214","(+/-2,899)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","38,394","(+/-3,259)","46,882","(+/-5,048)","59,796","(+/-5,539)","43,208","(+/-3,289)","48,767","(+/-4,212)","40,052","(+/-3,302)","53,153","(+/-3,662)","53,324","(+/-4,110)","57,960","(+/-3,276)","59,254","(+/-3,700)","52,838","(+/-3,822)","56,556","(+/-3,644)","57,264","(+/-3,129)","53,797","(+/-2,936)","62,073","(+/-3,132)","56,741","(+/-3,587)","57,195","(+/-3,684)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","34,303","(+/-3,084)","34,127","(+/-4,250)","36,303","(+/-4,801)","35,546","(+/-2,943)","33,083","(+/-2,996)","35,383","(+/-3,053)","35,867","(+/-2,678)","41,121","(+/-3,458)","42,622","(+/-2,482)","44,428","(+/-3,731)","41,704","(+/-3,469)","40,799","(+/-3,579)","43,250","(+/-3,149)","42,846","(+/-3,014)","39,231","(+/-2,332)","40,973","(+/-2,586)","44,667","(+/-3,068)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","58,963","(+/-4,162)","37,783","(+/-3,561)","50,220","(+/-5,387)","61,180","(+/-3,029)","50,806","(+/-3,772)","51,956","(+/-3,487)","51,895","(+/-3,569)","48,676","(+/-3,157)","52,657","(+/-3,691)","59,524","(+/-3,362)","61,546","(+/-3,957)","52,613","(+/-3,546)","53,094","(+/-3,347)","49,566","(+/-3,204)","45,855","(+/-2,748)","47,934","(+/-3,117)","54,836","(+/-3,754)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","35,825","(+/-2,880)","19,838","(+/-2,572)","24,820","(+/-3,058)","35,966","(+/-2,987)","26,643","(+/-2,709)","35,249","(+/-3,179)","26,472","(+/-2,580)","23,372","(+/-2,492)","22,491","(+/-2,138)","24,266","(+/-2,405)","29,077","(+/-2,638)","28,075","(+/-2,680)","20,446","(+/-2,016)","21,320","(+/-2,054)","17,769","(+/-1,510)","20,156","(+/-1,879)","29,042","(+/-2,635)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","60,348","(+/-3,339)","18,051","(+/-2,574)","34,669","(+/-3,711)","59,315","(+/-3,150)","43,832","(+/-2,916)","56,092","(+/-2,937)","29,576","(+/-2,493)","20,089","(+/-2,334)","17,032","(+/-1,549)","30,094","(+/-2,558)","29,558","(+/-2,832)","29,976","(+/-2,658)","16,924","(+/-1,756)","22,379","(+/-2,130)","16,199","(+/-1,865)","21,425","(+/-1,880)","39,233","(+/-2,566)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","104,881","(+/-2,860)","53,536","(+/-2,487)","60,400","(+/-2,297)","103,922","(+/-3,119)","79,416","(+/-3,425)","98,751","(+/-3,350)","72,660","(+/-2,095)","63,172","(+/-1,960)","65,710","(+/-1,467)","75,032","(+/-1,985)","82,321","(+/-2,587)","68,078","(+/-2,225)","64,430","(+/-1,491)","62,622","(+/-1,777)","60,094","(+/-1,433)","61,715","(+/-1,950)","77,014","(+/-2,069)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","139,790","(+/-3,692)","76,695","(+/-2,705)","89,341","(+/-3,488)","141,736","(+/-4,540)","119,808","(+/-4,309)","135,780","(+/-3,552)","101,468","(+/-3,307)","84,673","(+/-2,462)","85,103","(+/-2,506)","98,243","(+/-2,719)","104,756","(+/-2,814)","93,347","(+/-2,560)","82,478","(+/-2,323)","84,032","(+/-2,379)","79,243","(+/-2,157)","83,911","(+/-2,184)","108,406","(+/-2,848)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","752,794","(+/-6,275)","711,643","(+/-17,677)","767,119","(+/-18,596)","768,054","(+/-9,700)","761,082","(+/-8,058)","765,590","(+/-5,898)","766,123","(+/-3,667)","753,163","(+/-4,604)","740,994","(+/-6,302)","766,766","(+/-7,970)","759,919","(+/-7,184)","751,657","(+/-10,933)","752,802","(+/-3,858)","740,323","(+/-5,759)","737,013","(+/-3,705)","748,308","(+/-1,916)","746,493","(+/-9,921)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","724,211","(+/-7,177)","650,621","(+/-17,727)","726,426","(+/-19,803)","739,697","(+/-10,849)","726,936","(+/-9,241)","724,698","(+/-8,209)","725,736","(+/-5,362)","718,321","(+/-6,391)","691,972","(+/-8,468)","733,303","(+/-7,731)","687,385","(+/-10,333)","721,998","(+/-10,805)","702,521","(+/-6,947)","705,539","(+/-6,485)","694,454","(+/-4,766)","711,107","(+/-4,299)","723,981","(+/-9,294)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","598,323","(+/-8,478)","367,842","(+/-15,214)","499,626","(+/-18,796)","615,229","(+/-11,585)","571,300","(+/-11,766)","574,366","(+/-10,021)","540,190","(+/-11,151)","514,345","(+/-10,169)","522,443","(+/-10,099)","568,055","(+/-11,692)","533,549","(+/-12,173)","548,888","(+/-12,543)","525,893","(+/-9,580)","518,719","(+/-7,927)","516,924","(+/-8,398)","514,675","(+/-8,654)","577,490","(+/-11,021)"
Socioeconomic,"Health Insurance Coverage","With public coverage","237,821","(+/-8,106)","364,994","(+/-16,023)","325,672","(+/-17,810)","236,141","(+/-9,276)","278,778","(+/-11,519)","247,445","(+/-7,320)","298,853","(+/-10,861)","323,771","(+/-9,890)","294,318","(+/-6,652)","285,571","(+/-10,487)","261,006","(+/-9,904)","288,324","(+/-9,778)","311,640","(+/-7,608)","320,351","(+/-8,745)","302,186","(+/-6,749)","317,378","(+/-7,932)","266,085","(+/-8,258)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","28,583","(+/-3,829)","61,022","(+/-9,563)","40,693","(+/-7,160)","28,357","(+/-4,344)","34,146","(+/-4,748)","40,892","(+/-6,314)","40,387","(+/-5,186)","34,842","(+/-4,004)","49,022","(+/-5,358)","33,463","(+/-4,578)","72,534","(+/-7,399)","29,659","(+/-4,333)","50,281","(+/-6,053)","34,784","(+/-3,724)","42,559","(+/-3,699)","37,201","(+/-3,739)","22,512","(+/-3,363)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","158,306","(+/-3,385)","176,188","(+/-8,593)","159,658","(+/-9,175)","171,615","(+/-4,885)","181,551","(+/-4,729)","182,095","(+/-3,039)","171,394","(+/-2,043)","158,579","(+/-2,462)","163,603","(+/-3,488)","180,126","(+/-4,476)","177,757","(+/-3,631)","143,614","(+/-5,793)","162,578","(+/-2,448)","147,839","(+/-3,096)","153,526","(+/-2,816)","159,327","(+/-1,522)","157,121","(+/-5,454)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","2,192",(+/-829),"10,254","(+/-2,730)","5,670","(+/-3,183)","4,610","(+/-2,010)","6,847","(+/-2,573)","10,455","(+/-3,192)","5,640","(+/-1,583)","4,596","(+/-1,424)","15,052","(+/-3,138)","7,606","(+/-2,688)","24,424","(+/-3,821)","3,871","(+/-1,204)","13,929","(+/-3,150)","7,626","(+/-2,037)","11,464","(+/-1,842)","8,110","(+/-2,121)","2,724",(+/-921)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",3.3,(+/-0.7),18.9,(+/-2.3),13.2,(+/-2.2),3.8,(+/-0.8),7.9,(+/-1.2),6.2,(+/-1.1),7.7,(+/-1.3),10.2,(+/-1.2),7.8,(+/-0.8),7.7,(+/-1.3),5.5,(+/-1.0),7.6,(+/-1.2),7.9,(+/-1.0),7.9,(+/-1.1),7.9,(+/-0.8),8.6,(+/-1.1),5.2,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.8,(+/-1.4),26.8,(+/-4.2),17.9,(+/-4.0),5.4,(+/-1.4),12.2,(+/-2.3),10.0,(+/-2.1),12.8,(+/-2.4),17.4,(+/-2.5),12.9,(+/-1.9),10.6,(+/-2.1),9.4,(+/-2.3),13.7,(+/-2.8),12.8,(+/-2.1),12.7,(+/-2.0),12.2,(+/-1.7),12.9,(+/-2.1),8.6,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.3,(+/-1.7),23.0,(+/-10.9),9.0,(+/-6.1),7.0,(+/-3.9),5.4,(+/-3.5),15.2,(+/-5.9),11.5,(+/-4.9),18.4,(+/-5.4),13.0,(+/-3.6),12.2,(+/-5.5),8.3,(+/-4.2),10.5,(+/-5.8),13.7,(+/-4.8),12.4,(+/-4.3),12.9,(+/-3.8),12.2,(+/-5.0),9.2,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",1.8,(+/-0.5),13.6,(+/-3.1),5.0,(+/-1.7),2.1,(+/-0.6),3.3,(+/-1.0),2.6,(+/-0.6),2.5,(+/-0.7),4.4,(+/-0.9),4.2,(+/-0.7),3.5,(+/-0.9),3.5,(+/-0.8),3.0,(+/-0.7),4.0,(+/-0.7),4.6,(+/-0.8),4.4,(+/-0.6),4.8,(+/-0.9),2.5,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.2,(+/-0.7),20.8,(+/-5.6),7.7,(+/-3.6),2.4,(+/-1.1),4.1,(+/-1.8),3.0,(+/-1.0),3.7,(+/-1.4),5.2,(+/-1.8),5.0,(+/-1.3),3.2,(+/-1.4),4.8,(+/-1.8),3.5,(+/-1.5),4.5,(+/-1.2),5.7,(+/-1.6),5.1,(+/-1.2),5.9,(+/-1.8),2.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.3,(+/-0.4),23.7,(+/-14.8),5.3,(+/-4.4),2.7,(+/-2.8),2.4,(+/-2.7),6.0,(+/-3.9),2.3,(+/-2.2),3.4,(+/-3.1),6.5,(+/-3.9),3.7,(+/-3.4),2.7,(+/-2.2),2.1,(+/-2.0),4.2,(+/-2.7),2.7,(+/-1.9),5.3,(+/-3.4),5.2,(+/-4.3),4.1,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",11.5,(+/-4.2),29.1,(+/-4.9),24.8,(+/-4.0),14.1,(+/-3.9),21.1,(+/-3.8),23.2,(+/-4.7),25.2,(+/-4.6),29.1,(+/-4.2),24.4,(+/-3.9),23.4,(+/-5.1),18.2,(+/-5.3),24.5,(+/-4.6),25.4,(+/-4.4),23.4,(+/-4.5),25.7,(+/-4.3),24.4,(+/-3.9),16.9,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.0,(+/-7.4),35.5,(+/-7.2),27.3,(+/-6.0),19.6,(+/-6.4),29.1,(+/-5.5),34.1,(+/-6.7),31.3,(+/-6.2),40.4,(+/-6.0),34.3,(+/-5.7),31.1,(+/-7.6),30.5,(+/-9.5),38.4,(+/-7.7),34.9,(+/-6.2),35.7,(+/-7.1),35.4,(+/-5.1),31.1,(+/-5.9),24.4,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.0,(+/-13.3),20.3,(+/-17.3),18.7,(+/-17.4),36.8,(+/-20.0),12.5,(+/-11.7),55.2,(+/-21.0),24.1,(+/-14.5),50.2,(+/-14.9),31.8,(+/-14.0),32.2,(+/-19.1),39.0,(+/-19.1),28.1,(+/-17.5),38.8,(+/-16.0),41.1,(+/-14.2),44.6,(+/-13.8),34.0,(+/-14.8),34.5,(+/-17.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",5.5,(+/-0.8),22.3,(+/-2.2),21.1,(+/-2.4),6.1,(+/-0.7),11.2,(+/-1.1),8.4,(+/-1.0),11.0,(+/-1.3),14.2,(+/-1.1),11.8,(+/-0.9),10.3,(+/-1.1),8.6,(+/-1.2),12.9,(+/-1.1),11.5,(+/-0.9),12.8,(+/-0.9),12.8,(+/-0.9),12.5,(+/-1.0),8.8,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",6.9,(+/-2.3),32.2,(+/-5.1),25.5,(+/-6.4),6.1,(+/-1.5),14.7,(+/-2.9),11.7,(+/-2.3),16.4,(+/-2.9),19.6,(+/-3.0),15.1,(+/-2.2),12.0,(+/-2.2),11.8,(+/-3.0),17.1,(+/-3.3),14.7,(+/-2.3),16.1,(+/-2.1),14.2,(+/-2.1),15.0,(+/-2.4),11.4,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",6.6,(+/-2.2),31.9,(+/-5.1),25.1,(+/-6.5),5.9,(+/-1.5),14.5,(+/-2.9),11.6,(+/-2.3),16.1,(+/-2.9),19.3,(+/-2.9),14.9,(+/-2.2),11.8,(+/-2.2),11.6,(+/-3.0),16.7,(+/-3.3),14.5,(+/-2.3),15.9,(+/-2.2),13.6,(+/-2.1),14.8,(+/-2.5),11.1,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",7.6,(+/-4.0),35.4,(+/-7.8),22.7,(+/-6.8),7.4,(+/-2.8),16.0,(+/-5.4),13.9,(+/-3.8),14.9,(+/-4.2),23.1,(+/-4.8),16.6,(+/-3.3),12.3,(+/-4.3),9.7,(+/-3.0),15.8,(+/-4.6),19.8,(+/-4.1),16.2,(+/-2.9),15.2,(+/-3.2),15.1,(+/-3.7),10.9,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.3,(+/-2.0),30.6,(+/-5.2),26.0,(+/-7.4),5.4,(+/-1.7),14.0,(+/-2.5),10.9,(+/-2.5),16.5,(+/-3.4),18.1,(+/-2.8),14.3,(+/-2.5),11.6,(+/-2.6),12.3,(+/-3.5),17.0,(+/-3.7),12.6,(+/-2.3),15.8,(+/-2.5),13.0,(+/-2.1),14.7,(+/-2.5),11.2,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",5.2,(+/-0.6),19.3,(+/-1.8),20.1,(+/-1.8),6.0,(+/-0.6),10.2,(+/-0.9),7.5,(+/-0.7),9.6,(+/-1.0),12.9,(+/-0.9),11.0,(+/-0.7),9.8,(+/-1.1),7.6,(+/-0.8),12.0,(+/-0.9),10.7,(+/-0.7),12.0,(+/-0.8),12.5,(+/-0.7),11.9,(+/-0.8),8.2,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.8,(+/-1.1),17.2,(+/-2.6),22.6,(+/-2.7),7.0,(+/-1.2),11.2,(+/-1.8),8.6,(+/-1.5),8.5,(+/-1.3),11.5,(+/-1.3),10.5,(+/-1.1),9.0,(+/-1.7),8.0,(+/-1.2),9.5,(+/-1.2),9.8,(+/-0.9),9.9,(+/-1.2),9.8,(+/-1.0),9.4,(+/-1.1),8.7,(+/-1.2)
