Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With public coverage","279,136","(+/-8,923)","322,754","(+/-11,015)","272,174","(+/-9,816)","247,372","(+/-12,253)","208,895","(+/-11,434)","162,586","(+/-6,345)","210,369","(+/-9,361)","284,508","(+/-8,686)","266,783","(+/-9,586)","252,733","(+/-9,760)","201,312","(+/-7,802)","289,811","(+/-8,853)","265,489","(+/-13,516)","271,882","(+/-9,240)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","87,158","(+/-7,301)","97,912","(+/-7,238)","71,381","(+/-5,194)","101,420","(+/-9,156)","79,033","(+/-9,388)","50,967","(+/-5,181)","107,034","(+/-8,359)","100,298","(+/-8,413)","103,102","(+/-7,489)","82,415","(+/-7,347)","90,090","(+/-8,544)","81,064","(+/-6,936)","105,301","(+/-10,648)","94,041","(+/-7,818)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","195,202","(+/-2,999)","187,744","(+/-5,877)","191,862","(+/-5,009)","188,870","(+/-5,469)","156,443","(+/-8,442)","200,915","(+/-7,038)","210,946","(+/-6,623)","191,698","(+/-6,062)","187,577","(+/-6,865)","194,974","(+/-5,852)","180,143","(+/-5,597)","186,341","(+/-2,521)","200,922","(+/-10,134)","191,564","(+/-4,220)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","12,144","(+/-2,479)","11,727","(+/-3,817)","6,936","(+/-1,606)","14,857","(+/-3,938)","7,593","(+/-2,832)","5,958","(+/-1,675)","15,276","(+/-3,264)","14,233","(+/-2,907)","14,304","(+/-2,847)","13,414","(+/-2,667)","12,337","(+/-2,847)","10,367","(+/-2,585)","16,248","(+/-4,127)","10,524","(+/-2,258)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",9.6,(+/-1.2),19.4,(+/-1.7),8.7,(+/-1.2),9.1,(+/-1.5),13.0,(+/-1.9),3.2,(+/-0.6),7.1,(+/-1.3),12.6,(+/-1.4),8.2,(+/-1.4),7.7,(+/-1.0),5.8,(+/-1.0),12.2,(+/-1.5),8.7,(+/-1.6),8.5,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.9,(+/-2.2),30.6,(+/-3.0),13.9,(+/-2.5),14.2,(+/-3.0),19.7,(+/-3.4),2.7,(+/-0.9),9.1,(+/-2.1),18.8,(+/-2.4),12.2,(+/-2.4),11.0,(+/-2.1),8.0,(+/-1.7),18.0,(+/-2.6),12.9,(+/-3.0),12.7,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.6,(+/-4.4),20.5,(+/-7.0),7.6,(+/-4.4),13.6,(+/-6.4),13.6,(+/-6.0),3.3,(+/-3.1),7.7,(+/-4.5),12.5,(+/-5.4),13.3,(+/-5.5),7.9,(+/-3.8),8.5,(+/-4.2),19.1,(+/-7.8),10.1,(+/-7.9),13.4,(+/-6.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.9,(+/-1.1),7.5,(+/-1.4),4.7,(+/-1.0),5.2,(+/-1.4),5.2,(+/-1.5),2.6,(+/-0.7),3.3,(+/-0.8),6.8,(+/-1.3),4.5,(+/-1.0),3.7,(+/-0.9),2.5,(+/-0.8),5.3,(+/-1.3),5.0,(+/-1.4),4.9,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.9,(+/-1.8),9.9,(+/-2.5),6.6,(+/-2.0),8.3,(+/-2.7),5.4,(+/-2.4),2.0,(+/-0.8),3.7,(+/-1.4),8.9,(+/-2.1),6.2,(+/-1.8),4.1,(+/-1.5),2.9,(+/-1.3),6.3,(+/-2.1),6.6,(+/-2.7),6.6,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.8,(+/-3.6),3.1,(+/-3.7),0.0,(+/-2.4),9.9,(+/-7.0),1.8,(+/-1.7),0.6,(+/-0.8),4.5,(+/-3.4),4.9,(+/-3.5),5.2,(+/-4.0),1.6,(+/-1.5),2.3,(+/-3.7),2.7,(+/-2.3),2.9,(+/-3.6),0.6,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.9,(+/-4.0),39.2,(+/-4.0),21.9,(+/-4.7),16.3,(+/-4.2),28.8,(+/-4.2),6.4,(+/-3.0),19.2,(+/-4.6),29.4,(+/-4.2),25.4,(+/-5.4),22.3,(+/-3.7),15.4,(+/-3.8),30.0,(+/-3.6),14.3,(+/-3.4),20.7,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.9,(+/-5.6),51.1,(+/-5.7),29.3,(+/-6.8),21.6,(+/-6.4),37.4,(+/-6.1),6.0,(+/-3.7),23.1,(+/-6.8),38.6,(+/-5.5),30.3,(+/-7.3),29.9,(+/-5.9),21.2,(+/-5.8),38.1,(+/-5.4),18.9,(+/-5.3),29.4,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",46.2,(+/-12.9),42.0,(+/-13.7),21.8,(+/-15.6),24.2,(+/-20.3),30.1,(+/-15.9),11.3,(+/-16.5),24.9,(+/-16.2),31.7,(+/-14.3),30.3,(+/-15.2),30.8,(+/-14.1),19.9,(+/-12.4),43.3,(+/-16.1),21.0,(+/-17.3),33.5,(+/-18.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.2,(+/-1.2),22.4,(+/-1.4),11.9,(+/-1.2),13.3,(+/-1.7),15.7,(+/-1.6),4.5,(+/-0.6),9.2,(+/-1.2),17.2,(+/-1.2),10.9,(+/-1.3),12.0,(+/-1.0),8.1,(+/-1.0),16.7,(+/-1.4),11.3,(+/-1.7),11.0,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.6,(+/-2.5),34.3,(+/-3.3),16.8,(+/-2.6),19.8,(+/-4.5),22.7,(+/-4.6),3.3,(+/-1.0),11.7,(+/-2.5),21.6,(+/-2.4),14.0,(+/-2.8),13.0,(+/-2.7),8.9,(+/-2.1),21.6,(+/-3.0),15.9,(+/-3.8),13.0,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",17.6,(+/-2.4),34.1,(+/-3.3),16.6,(+/-2.6),19.6,(+/-4.5),22.6,(+/-4.6),3.1,(+/-1.0),11.1,(+/-2.4),21.3,(+/-2.4),13.6,(+/-2.8),12.9,(+/-2.7),8.8,(+/-2.1),21.4,(+/-3.0),15.8,(+/-3.8),12.8,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.5,(+/-4.0),33.3,(+/-6.3),17.3,(+/-3.9),21.9,(+/-5.7),24.2,(+/-7.5),2.6,(+/-1.7),13.6,(+/-3.6),18.4,(+/-3.7),18.4,(+/-6.3),14.0,(+/-4.0),10.8,(+/-4.0),25.9,(+/-5.8),14.4,(+/-4.9),13.7,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.9,(+/-2.5),34.3,(+/-3.5),16.4,(+/-3.1),18.8,(+/-4.8),22.0,(+/-4.3),3.2,(+/-1.2),10.4,(+/-2.6),22.3,(+/-2.6),12.0,(+/-2.3),12.5,(+/-3.0),8.1,(+/-2.1),19.8,(+/-3.0),16.3,(+/-4.1),12.5,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.9,(+/-1.2),18.5,(+/-1.0),10.5,(+/-1.1),11.4,(+/-1.3),14.0,(+/-1.2),4.9,(+/-0.6),8.3,(+/-1.0),15.8,(+/-1.2),10.0,(+/-1.0),11.7,(+/-0.9),7.9,(+/-0.8),15.2,(+/-1.2),9.8,(+/-1.2),10.4,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.9,(+/-1.6),13.9,(+/-1.5),11.1,(+/-1.7),8.7,(+/-1.6),16.7,(+/-2.3),7.4,(+/-1.4),8.5,(+/-1.9),15.4,(+/-1.9),8.5,(+/-1.4),8.7,(+/-1.4),8.7,(+/-1.6),14.4,(+/-1.9),11.2,(+/-2.0),10.9,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.2,(+/-1.4),20.7,(+/-1.8),9.9,(+/-1.3),11.3,(+/-2.0),14.0,(+/-2.3),3.0,(+/-0.6),7.4,(+/-1.3),13.9,(+/-1.5),8.4,(+/-1.4),8.0,(+/-1.1),5.8,(+/-1.1),12.9,(+/-1.6),9.4,(+/-2.0),8.7,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.9,(+/-2.3),29.2,(+/-2.4),23.3,(+/-2.5),21.3,(+/-2.5),18.9,(+/-1.6),16.4,(+/-2.3),19.9,(+/-2.5),32.7,(+/-2.5),25.9,(+/-2.2),31.9,(+/-2.2),18.0,(+/-2.1),32.9,(+/-2.7),20.4,(+/-2.4),25.9,(+/-2.5)
Education,"School Enrollment","Population 3 years and over enrolled in school","197,307","(+/-5,043)","192,052","(+/-7,007)","200,224","(+/-5,727)","196,849","(+/-7,667)","184,953","(+/-7,589)","204,303","(+/-7,289)","217,752","(+/-8,085)","192,914","(+/-6,352)","192,851","(+/-6,692)","215,060","(+/-7,256)","193,006","(+/-7,085)","199,627","(+/-5,255)","202,203","(+/-10,535)","183,062","(+/-5,831)"
Education,"School Enrollment","Nursery school, preschool","11,179","(+/-1,637)","11,808","(+/-1,993)","9,930","(+/-1,722)","10,804","(+/-2,302)","10,475","(+/-2,317)","14,109","(+/-1,953)","12,525","(+/-2,207)","10,531","(+/-1,510)","11,737","(+/-2,326)","11,889","(+/-2,296)","12,693","(+/-2,385)","12,117","(+/-1,860)","11,111","(+/-2,416)","9,293","(+/-2,066)"
Education,"School Enrollment",Kindergarten,"9,692","(+/-1,801)","11,274","(+/-2,271)","10,516","(+/-1,914)","9,149","(+/-2,124)","10,473","(+/-2,332)","9,010","(+/-1,434)","9,690","(+/-2,038)","10,842","(+/-2,196)","9,581","(+/-1,824)","7,352","(+/-1,500)","9,052","(+/-1,834)","7,394","(+/-1,873)","12,391","(+/-2,741)","8,252","(+/-1,592)"
Education,"School Enrollment","Elementary school (grades 1-8)","83,368","(+/-2,756)","84,165","(+/-4,745)","83,367","(+/-3,437)","80,352","(+/-4,218)","62,452","(+/-4,643)","87,492","(+/-4,624)","91,775","(+/-4,718)","81,992","(+/-4,628)","77,396","(+/-4,196)","82,152","(+/-3,888)","76,253","(+/-4,333)","81,116","(+/-3,532)","82,058","(+/-5,990)","81,865","(+/-3,834)"
Education,"School Enrollment","High school (grades 9-12)","43,712","(+/-3,152)","40,301","(+/-2,642)","48,207","(+/-3,048)","47,519","(+/-3,899)","28,773","(+/-3,490)","53,117","(+/-3,903)","54,556","(+/-3,696)","41,411","(+/-2,984)","45,092","(+/-3,529)","47,685","(+/-3,294)","42,919","(+/-3,225)","40,666","(+/-2,909)","48,794","(+/-5,075)","45,575","(+/-2,706)"
Education,"School Enrollment","College or graduate school","49,356","(+/-3,851)","44,504","(+/-3,795)","48,204","(+/-3,890)","49,025","(+/-4,679)","72,780","(+/-4,885)","40,575","(+/-3,209)","49,206","(+/-4,703)","48,138","(+/-3,898)","49,045","(+/-3,604)","65,982","(+/-3,919)","52,089","(+/-4,487)","58,334","(+/-4,405)","47,849","(+/-5,288)","38,077","(+/-3,941)"
Education,"Educational Attainment","Population 25 years and over","527,841","(+/-3,864)","506,138","(+/-6,910)","529,627","(+/-5,784)","529,820","(+/-9,193)","529,268","(+/-11,116)","542,627","(+/-8,390)","504,596","(+/-8,178)","505,309","(+/-5,832)","539,711","(+/-9,443)","534,211","(+/-6,870)","542,317","(+/-7,884)","509,812","(+/-4,014)","504,565","(+/-10,440)","527,138","(+/-5,319)"
Education,"Educational Attainment","Less than 9th grade","17,817","(+/-2,599)","20,640","(+/-2,640)","17,894","(+/-3,056)","22,228","(+/-3,334)","13,217","(+/-2,769)","10,931","(+/-2,212)","29,080","(+/-3,396)","19,928","(+/-2,483)","33,600","(+/-3,636)","19,053","(+/-2,670)","19,800","(+/-3,741)","18,431","(+/-2,422)","22,189","(+/-3,619)","27,630","(+/-4,428)"
Education,"Educational Attainment","9th to 12th grade, no diploma","36,744","(+/-4,300)","48,500","(+/-4,593)","35,084","(+/-3,705)","28,332","(+/-3,562)","23,865","(+/-3,593)","12,986","(+/-1,807)","25,923","(+/-3,722)","47,248","(+/-4,423)","38,300","(+/-3,857)","34,010","(+/-4,169)","24,190","(+/-3,237)","46,657","(+/-3,842)","28,216","(+/-4,072)","46,443","(+/-4,673)"
Education,"Educational Attainment","High school graduate (includes equivalency)","156,043","(+/-6,678)","171,335","(+/-7,302)","165,524","(+/-7,545)","123,117","(+/-8,468)","92,492","(+/-6,937)","74,951","(+/-5,318)","113,779","(+/-7,273)","168,382","(+/-5,444)","144,605","(+/-6,220)","165,893","(+/-5,718)","118,026","(+/-5,889)","165,835","(+/-7,260)","145,941","(+/-8,622)","173,920","(+/-7,752)"
Education,"Educational Attainment","Some college, no degree","115,716","(+/-5,777)","104,858","(+/-6,161)","106,258","(+/-4,751)","95,923","(+/-6,751)","78,177","(+/-5,498)","83,946","(+/-5,617)","80,358","(+/-4,792)","102,598","(+/-5,270)","104,272","(+/-5,831)","109,514","(+/-4,981)","106,641","(+/-6,343)","100,662","(+/-6,221)","102,462","(+/-6,020)","109,729","(+/-5,538)"
Education,"Educational Attainment","Associate's degree","51,720","(+/-3,776)","51,708","(+/-4,598)","50,400","(+/-4,131)","43,374","(+/-4,943)","29,745","(+/-3,818)","36,916","(+/-3,821)","49,080","(+/-4,863)","49,724","(+/-3,553)","46,520","(+/-3,379)","47,127","(+/-3,682)","41,485","(+/-3,991)","53,529","(+/-5,275)","43,344","(+/-5,088)","44,301","(+/-3,784)"
Education,"Educational Attainment","Bachelor's degree","88,438","(+/-5,977)","61,885","(+/-4,396)","91,839","(+/-4,803)","121,250","(+/-6,515)","164,022","(+/-7,302)","194,876","(+/-7,387)","128,739","(+/-5,654)","63,057","(+/-4,674)","108,337","(+/-5,506)","97,977","(+/-5,647)","152,712","(+/-6,935)","74,088","(+/-5,345)","97,545","(+/-6,721)","74,860","(+/-5,646)"
Education,"Educational Attainment","Graduate or professional degree","61,363","(+/-3,871)","47,212","(+/-4,398)","62,628","(+/-4,718)","95,596","(+/-6,526)","127,750","(+/-6,835)","128,021","(+/-6,300)","77,637","(+/-4,559)","54,372","(+/-4,204)","64,077","(+/-4,473)","60,637","(+/-4,374)","79,463","(+/-4,633)","50,610","(+/-4,135)","64,868","(+/-5,061)","50,255","(+/-4,452)"
Education,"Educational Attainment","Percent high school graduate or higher",89.7,(+/-0.9),86.3,(+/-1.0),90.0,(+/-0.9),90.5,(+/-0.9),93.0,(+/-0.7),95.6,(+/-0.5),89.1,(+/-1.0),86.7,(+/-1.0),86.7,(+/-1.1),90.1,(+/-0.8),91.9,(+/-0.9),87.2,(+/-1.0),90.0,(+/-1.1),85.9,(+/-1.2)
Education,"Educational Attainment","Percent bachelor's degree or higher",28.4,(+/-1.3),21.6,(+/-1.2),29.2,(+/-1.2),40.9,(+/-1.5),55.1,(+/-1.4),59.5,(+/-1.4),40.9,(+/-1.3),23.2,(+/-1.2),31.9,(+/-1.1),29.7,(+/-1.1),42.8,(+/-1.4),24.5,(+/-1.3),32.2,(+/-1.6),23.7,(+/-1.3)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","246,459",G,"249,065",G,"234,333",G,"272,869",G,"633,823",G,"336,657",G,"275,867",G,"188,368",G,"236,734",G,"205,008",G,"355,358",G,"218,448",G,"166,008",G,"197,812",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",709,G,"2,624",G,263,G,99,J,40,H,96,H,11,J,"1,826",H,190,G,378,G,70,H,"1,251",G,68,H,170,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",389,H,604,G,163,H,101,H,142,J,134,H,75,J,747,H,296,H,333,G,630,J,"1,175",H,94,H,199,H
Business,"Paid employees for pay period including March 12",Utilities,"2,051",J,"1,017",H,"1,239",H,"1,680",J,"4,753",J,668,G,117,G,"1,427",H,"1,028",G,"1,057",G,"1,561",G,"2,507",J,"1,585",H,688,J
Business,"Paid employees for pay period including March 12",Construction,"14,203",G,"8,692",G,"14,753",G,"12,977",G,"15,285",G,"22,169",G,"16,931",G,"8,722",G,"13,348",G,"11,554",G,"26,626",G,"15,179",G,"11,226",G,"8,918",G
Business,"Paid employees for pay period including March 12",Manufacturing,"27,461",G,"28,664",G,"41,360",G,"20,623",G,"16,555",G,"19,221",G,"13,191",G,"29,899",G,"44,763",G,"31,124",G,"27,666",H,"26,441",G,"10,891",G,"50,082",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,502",G,"10,812",G,"9,487",G,"13,108",G,"22,950",G,"21,861",G,"27,853",G,"7,571",G,"12,947",G,"12,235",G,"18,562",G,"9,425",G,"9,321",G,"12,805",H
Business,"Paid employees for pay period including March 12","Retail trade","37,179",G,"37,788",G,"36,041",G,"37,131",G,"34,801",G,"36,784",G,"33,503",G,"30,796",G,"37,655",G,"32,624",G,"41,405",G,"33,017",G,"27,484",G,"29,065",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","20,153",G,"8,401",H,"11,785",G,"14,705",H,"71,777",G,"11,563",G,"7,589",G,"10,685",G,"12,974",G,"18,767",G,"11,598",G,"8,558",G,"27,855",H,"8,573",H
Business,"Paid employees for pay period including March 12",Information,"2,191",G,"3,060",G,"2,933",H,"14,555",G,"35,683",H,"17,783",G,"12,776",G,"1,597",H,"2,765",H,"1,959",H,"9,681",G,"2,958",G,"1,799",H,"1,877",H
Business,"Paid employees for pay period including March 12","Finance and insurance","5,368",G,"22,730",G,"5,555",H,"14,987",H,"42,838",G,"21,336",G,"17,280",G,"6,065",G,"6,349",G,"4,236",G,"19,312",G,"4,818",G,"3,158",H,"3,417",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,765",G,"2,913",G,"2,572",G,"5,626",G,"19,866",G,"5,631",G,"4,318",G,"2,212",G,"2,813",G,"3,431",G,"8,054",G,"2,480",G,"4,819",J,"1,998",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","9,948",G,"11,602",G,"7,463",G,"23,878",G,"86,672",G,"36,342",G,"32,084",G,"4,872",G,"9,644",G,"6,449",G,"41,260",G,"8,376",G,"4,591",G,"5,001",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,724",H,"5,774",H,"2,936",G,"9,909",G,"26,881",G,"29,870",G,"12,636",G,"1,366",H,"3,692",G,"2,717",H,"23,208",H,"1,735",H,"1,469",H,"3,491",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","16,583",G,"13,666",G,"13,679",G,"17,271",G,"43,233",G,"26,636",G,"22,598",G,"10,216",G,"11,631",G,"11,827",G,"27,197",G,"13,975",G,"13,531",G,"7,757",G
Business,"Paid employees for pay period including March 12","Educational services","4,374",H,"4,188",H,"3,450",G,"4,938",G,"32,560",H,"5,861",G,"4,654",H,"2,177",G,"4,883",G,"3,108",G,"4,202",G,"2,899",G,"1,308",G,"4,189",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","36,867",H,"46,698",G,"37,023",G,"36,818",G,"92,178",G,"34,057",G,"32,803",G,"33,559",G,"29,394",H,"26,039",G,"38,783",G,"45,159",G,"22,708",G,"27,148",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","2,998",G,"1,907",G,"2,673",G,"3,177",G,"8,901",G,"5,266",G,"3,019",G,"1,750",H,"3,766",G,"2,367",G,"5,910",G,"2,697",H,"1,805",H,"1,573",H
Business,"Paid employees for pay period including March 12","Accommodation and food services","37,790",G,"28,163",G,"30,190",G,"29,108",G,"56,158",G,"27,994",G,"23,597",G,"26,177",G,"27,631",G,"26,109",G,"36,833",G,"27,211",G,"16,634",G,"22,059",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,162",G,"9,736",G,"10,693",G,"12,065",G,"22,455",G,"13,344",G,"10,797",G,"6,668",G,"10,934",G,"8,598",G,"12,768",G,"8,543",G,"5,602",G,"8,774",G
Business,"Paid employees for pay period including March 12","Industries not classified",42,G,26,H,75,G,113,H,95,H,41,J,35,J,36,H,31,G,96,J,32,J,44,H,60,G,28,J
Business,"Annual payroll ($1,000)","Total for all sectors","11,587,812",G,"11,678,142",G,"10,643,659",G,"16,132,305",G,"55,646,530",G,"23,996,366",G,"17,885,595",G,"7,584,588",G,"11,110,040",G,"8,909,005",G,"23,677,479",G,"9,937,674",G,"8,185,221",G,"8,929,547",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","35,958",G,"123,063",G,"13,176",G,"12,056",J,"4,462",H,"2,484",H,"1,288",H,"81,841",G,"7,330",G,"20,965",H,"3,096",G,"60,740",G,"2,556",H,"10,666",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","24,873",H,"34,417",G,"11,901",H,"11,375",H,"13,007",J,"10,665",G,"5,495",J,"60,123",H,"21,538",H,"19,418",G,"51,674",J,"91,531",H,"7,387",H,"13,148",H
Business,"Annual payroll ($1,000)",Utilities,"232,750",J,"97,071",H,"119,206",H,"199,730",H,"689,204",J,"59,386",G,"9,659",G,"128,151",H,"87,361",G,"97,842",G,"176,557",G,"295,103",J,"144,065",H,"65,717",J
Business,"Annual payroll ($1,000)",Construction,"816,912",G,"454,823",G,"898,863",G,"883,315",G,"1,286,607",G,"1,593,959",G,"1,122,020",G,"449,014",G,"754,170",G,"681,931",G,"2,005,104",G,"1,042,094",H,"734,950",G,"517,438",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,125,845",G,"1,592,166",G,"2,360,430",G,"1,222,971",G,"971,802",G,"1,222,399",G,"919,233",G,"1,422,147",G,"2,206,617",G,"1,670,734",G,"1,934,727",H,"1,407,816",G,"570,536",G,"2,477,238",G
Business,"Annual payroll ($1,000)","Wholesale trade","617,325",G,"640,004",G,"655,539",G,"1,013,141",G,"1,864,045",G,"1,911,885",G,"2,683,043",G,"430,233",G,"880,382",G,"741,659",G,"1,678,294",G,"537,320",G,"642,856",G,"801,214",H
Business,"Annual payroll ($1,000)","Retail trade","1,173,330",G,"1,156,229",G,"1,088,652",G,"1,220,715",G,"1,263,820",G,"1,310,637",G,"1,226,146",G,"914,707",G,"1,218,969",G,"1,015,716",H,"1,418,038",G,"1,008,376",G,"951,966",G,"828,402",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","871,766",G,"376,340",G,"565,833",G,"641,209",H,"5,802,593",H,"917,266",H,"399,072",G,"487,451",G,"642,148",G,"870,686",G,"595,929",G,"408,763",G,"1,157,357",G,"426,341",G
Business,"Annual payroll ($1,000)",Information,"133,295",G,"168,030",G,"159,765",H,"1,708,268",G,"5,550,341",H,"2,177,522",G,"1,294,745",G,"87,770",H,"208,393",H,"123,649",H,"944,022",G,"165,208",G,"67,023",H,"144,766",G
Business,"Annual payroll ($1,000)","Finance and insurance","419,704",G,"1,723,644",G,"380,447",G,"1,278,597",H,"7,103,185",G,"2,387,130",G,"1,535,422",G,"384,022",G,"493,972",G,"324,201",G,"2,053,308",G,"319,357",G,"209,281",G,"215,762",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","183,149",G,"133,958",G,"126,925",G,"372,903",G,"1,804,616",G,"408,561",G,"288,468",G,"91,438",G,"143,551",G,"192,223",G,"579,050",G,"122,451",G,"1,134,771",J,"97,100",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","625,623",G,"713,724",G,"418,814",G,"2,108,240",G,"11,207,859",G,"3,371,700",G,"2,807,706",G,"264,717",G,"542,100",G,"371,363",G,"3,536,775",G,"572,349",G,"293,598",G,"271,567",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","219,157",G,"540,278",G,"329,127",G,"1,251,752",G,"3,727,757",G,"3,335,635",H,"1,414,293",G,"83,040",H,"323,900",G,"97,657",G,"3,025,243",H,"122,467",H,"85,715",G,"538,145",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","589,516",G,"407,136",G,"473,472",G,"863,803",G,"2,370,218",G,"1,923,090",H,"1,129,413",G,"367,317",G,"470,675",G,"455,249",G,"1,270,616",G,"383,436",G,"419,354",G,"272,738",G
Business,"Annual payroll ($1,000)","Educational services","190,357",H,"185,889",H,"102,312",G,"209,339",G,"2,342,523",H,"208,964",G,"170,626",G,"65,383",G,"146,573",G,"82,705",G,"146,421",G,"88,231",G,"44,720",G,"92,426",H
