Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,962",(+/-936),"5,382","(+/-1,334)","1,323",(+/-501),"1,619",(+/-601),"1,036",(+/-545),"1,206",(+/-661),950,(+/-488),"1,057",(+/-451),781,(+/-384),"1,468",(+/-639),"1,225",(+/-609),"11,329","(+/-1,172)","5,885","(+/-1,504)","2,179",(+/-665),"6,175","(+/-1,033)","3,002",(+/-685),"5,958","(+/-1,422)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","4,302",(+/-979),"11,357","(+/-1,876)","3,634","(+/-1,060)","3,643","(+/-1,145)","2,549",(+/-971),"3,871","(+/-1,097)","1,984",(+/-636),"2,938",(+/-777),"2,011",(+/-675),"4,100","(+/-1,106)","2,334",(+/-918),"23,937","(+/-1,967)","16,754","(+/-1,839)","5,064","(+/-1,497)","21,259","(+/-2,270)","10,493","(+/-1,379)","14,038","(+/-1,525)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","11,035","(+/-1,547)","21,359","(+/-2,342)","7,509","(+/-1,349)","13,003","(+/-2,047)","6,180","(+/-1,495)","10,064","(+/-1,386)","7,279","(+/-1,916)","10,888","(+/-1,772)","5,130","(+/-1,205)","6,688","(+/-1,477)","9,984","(+/-1,925)","33,864","(+/-1,945)","24,840","(+/-2,492)","12,060","(+/-1,449)","33,537","(+/-2,382)","26,475","(+/-2,366)","32,846","(+/-2,213)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","15,172","(+/-1,970)","15,330","(+/-1,957)","10,771","(+/-1,786)","18,464","(+/-2,729)","9,857","(+/-1,464)","18,023","(+/-1,801)","7,200","(+/-1,547)","14,389","(+/-1,812)","11,494","(+/-1,653)","11,613","(+/-1,597)","11,980","(+/-1,697)","21,796","(+/-2,062)","17,816","(+/-1,837)","17,096","(+/-2,046)","23,577","(+/-1,688)","26,570","(+/-2,163)","19,815","(+/-1,802)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","12,864","(+/-2,099)","11,736","(+/-1,681)","13,257","(+/-1,970)","14,802","(+/-2,422)","13,813","(+/-1,797)","20,564","(+/-2,321)","8,097","(+/-1,753)","16,783","(+/-2,045)","11,469","(+/-1,476)","12,868","(+/-1,821)","15,310","(+/-1,996)","10,091","(+/-1,233)","8,140","(+/-1,204)","13,728","(+/-1,886)","11,319","(+/-1,339)","14,500","(+/-1,556)","10,461","(+/-1,441)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","20,931","(+/-2,441)","14,812","(+/-2,379)","18,766","(+/-2,133)","13,937","(+/-1,860)","36,278","(+/-3,103)","31,873","(+/-2,715)","19,880","(+/-2,711)","24,682","(+/-2,734)","35,778","(+/-2,684)","39,870","(+/-3,067)","33,237","(+/-3,031)","9,676","(+/-1,241)","10,220","(+/-1,680)","20,006","(+/-2,182)","12,019","(+/-1,464)","15,998","(+/-1,556)","6,871",(+/-933)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",803,(+/-32),625,(+/-29),861,(+/-25),756,(+/-26),"1,026",(+/-37),887,(+/-22),921,(+/-53),871,(+/-25),"1,045",(+/-36),"1,029",(+/-40),947,(+/-30),520,(+/-11),557,(+/-15),787,(+/-23),555,(+/-14),655,(+/-13),553,(+/-12)
Housing,"Gross Rent","Occupied units paying rent","108,313","(+/-6,364)","103,568","(+/-5,202)","111,299","(+/-6,072)","88,867","(+/-5,293)","131,880","(+/-6,823)","61,845","(+/-4,082)","187,598","(+/-8,621)","74,628","(+/-4,673)","119,786","(+/-6,157)","69,575","(+/-4,277)","66,896","(+/-4,143)","72,088","(+/-3,315)","108,670","(+/-4,424)","60,737","(+/-3,863)","62,893","(+/-3,663)","58,860","(+/-3,570)","102,940","(+/-4,485)"
Housing,"Gross Rent","Less than $500","14,419","(+/-2,440)","10,222","(+/-1,794)","4,998","(+/-1,264)","4,200","(+/-1,510)","4,145","(+/-1,230)","1,339",(+/-558),"13,090","(+/-2,275)","3,353","(+/-1,166)","8,443","(+/-1,881)","3,418","(+/-1,007)","2,410",(+/-865),"15,046","(+/-1,770)","8,183","(+/-1,769)","3,357","(+/-1,127)","12,203","(+/-1,540)","5,300","(+/-1,050)","12,744","(+/-1,757)"
Housing,"Gross Rent","$500 to $999","32,923","(+/-3,504)","41,956","(+/-4,369)","18,809","(+/-2,670)","31,140","(+/-3,890)","11,817","(+/-2,835)","9,267","(+/-1,876)","32,086","(+/-4,712)","9,532","(+/-2,028)","19,244","(+/-3,175)","11,732","(+/-2,109)","9,852","(+/-1,831)","39,573","(+/-2,800)","58,152","(+/-3,865)","19,037","(+/-2,736)","35,187","(+/-2,662)","28,850","(+/-2,563)","58,024","(+/-3,556)"
Housing,"Gross Rent","$1,000 to $1,499","39,729","(+/-4,512)","31,049","(+/-3,903)","44,802","(+/-4,401)","40,425","(+/-3,915)","39,958","(+/-4,076)","28,026","(+/-3,481)","48,800","(+/-4,254)","29,579","(+/-3,028)","44,814","(+/-3,956)","23,798","(+/-3,310)","21,650","(+/-2,816)","12,058","(+/-1,500)","30,212","(+/-2,759)","20,370","(+/-2,539)","11,629","(+/-1,864)","16,927","(+/-2,148)","25,307","(+/-2,597)"
Housing,"Gross Rent","$1,500 to $1,999","13,821","(+/-2,155)","14,087","(+/-2,470)","26,518","(+/-3,357)","9,209","(+/-1,802)","38,117","(+/-3,874)","12,041","(+/-2,212)","32,425","(+/-4,144)","22,590","(+/-3,123)","27,738","(+/-2,973)","19,692","(+/-2,610)","18,882","(+/-2,527)","3,605",(+/-986),"8,908","(+/-2,039)","10,280","(+/-1,741)","2,712",(+/-936),"5,773","(+/-1,473)","3,754",(+/-904)
Housing,"Gross Rent","$2,000 to $2,499","4,612","(+/-1,344)","3,917","(+/-1,410)","11,135","(+/-2,112)","2,848","(+/-1,048)","18,535","(+/-3,017)","5,480","(+/-1,404)","27,559","(+/-4,103)","6,132","(+/-1,471)","10,071","(+/-1,896)","5,444","(+/-1,430)","9,114","(+/-2,139)",717,(+/-412),"1,190",(+/-633),"6,420","(+/-1,606)",568,(+/-600),599,(+/-333),"1,800",(+/-857)
Housing,"Gross Rent","$2,500 to $2,999","1,221",(+/-804),752,(+/-604),"3,174","(+/-1,212)",450,(+/-325),"9,184","(+/-1,799)","2,115",(+/-777),"15,693","(+/-4,159)","2,503","(+/-1,156)","4,289","(+/-1,358)","2,677",(+/-894),"2,812",(+/-773),314,(+/-348),"1,216",(+/-592),995,(+/-511),191,(+/-227),562,(+/-304),346,(+/-237)
Housing,"Gross Rent","$3,000 or more","1,588",(+/-601),"1,585",(+/-745),"1,863",(+/-600),595,(+/-365),"10,124","(+/-1,968)","3,577","(+/-1,217)","17,945","(+/-3,599)",939,(+/-562),"5,187","(+/-1,298)","2,814",(+/-909),"2,176",(+/-911),775,(+/-378),809,(+/-437),278,(+/-226),403,(+/-285),849,(+/-408),965,(+/-493)
Housing,"Gross Rent","Median (dollars)","1,078",(+/-34),996,(+/-41),"1,350",(+/-32),"1,085",(+/-24),"1,631",(+/-53),"1,347",(+/-51),"1,498",(+/-67),"1,415",(+/-37),"1,343",(+/-44),"1,402",(+/-57),"1,488",(+/-61),759,(+/-20),899,(+/-24),"1,143",(+/-36),771,(+/-26),929,(+/-29),840,(+/-22)
Housing,"Gross Rent","No rent paid","6,001","(+/-1,673)","4,926","(+/-1,095)","4,412","(+/-1,478)","3,505","(+/-1,349)","3,739","(+/-1,217)","3,058","(+/-1,251)","4,942","(+/-1,866)","2,308",(+/-969),"1,984",(+/-835),"3,765","(+/-1,197)","1,805",(+/-870),"8,487","(+/-1,407)","3,760",(+/-816),"2,523",(+/-657),"6,013","(+/-1,084)","5,943","(+/-1,261)","6,434","(+/-1,435)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","300,665","(+/-6,470)","294,779","(+/-6,159)","269,269","(+/-6,592)","248,910","(+/-6,673)","333,259","(+/-8,284)","295,163","(+/-6,185)","335,027","(+/-8,338)","286,073","(+/-5,375)","306,811","(+/-6,581)","276,723","(+/-3,836)","286,430","(+/-4,988)","308,822","(+/-3,837)","312,597","(+/-5,319)","266,940","(+/-4,400)","309,927","(+/-4,499)","306,321","(+/-4,525)","318,644","(+/-4,748)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","29,318","(+/-3,240)","23,392","(+/-2,743)","14,718","(+/-2,969)","12,521","(+/-2,159)","14,822","(+/-2,380)","10,957","(+/-1,956)","31,740","(+/-3,725)","10,599","(+/-2,017)","16,500","(+/-2,309)","8,957","(+/-1,469)","10,384","(+/-2,139)","18,228","(+/-1,878)","28,375","(+/-2,771)","12,317","(+/-2,163)","16,798","(+/-1,792)","12,675","(+/-2,029)","23,789","(+/-2,546)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","18,059","(+/-2,906)","13,909","(+/-2,094)","9,102","(+/-1,831)","6,809","(+/-1,652)","7,800","(+/-1,642)","5,258","(+/-1,376)","19,639","(+/-3,895)","4,746","(+/-1,373)","9,780","(+/-1,810)","5,186","(+/-1,316)","4,832","(+/-1,310)","16,267","(+/-2,174)","12,728","(+/-1,750)","6,367","(+/-1,212)","12,494","(+/-1,820)","7,228","(+/-1,297)","16,989","(+/-2,357)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","22,044","(+/-3,172)","26,924","(+/-3,329)","17,628","(+/-2,879)","19,743","(+/-3,381)","15,254","(+/-2,645)","12,962","(+/-2,115)","24,470","(+/-3,017)","12,451","(+/-2,209)","14,833","(+/-2,529)","13,163","(+/-1,815)","12,847","(+/-2,234)","26,073","(+/-2,173)","26,643","(+/-2,845)","13,814","(+/-1,796)","24,327","(+/-2,078)","18,976","(+/-2,313)","26,465","(+/-2,781)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","26,377","(+/-4,051)","27,450","(+/-3,659)","16,650","(+/-2,373)","23,541","(+/-3,521)","15,392","(+/-2,407)","17,594","(+/-2,276)","19,267","(+/-3,452)","13,319","(+/-2,039)","20,918","(+/-2,640)","12,957","(+/-2,226)","14,453","(+/-2,211)","27,608","(+/-1,771)","26,999","(+/-2,529)","16,277","(+/-2,247)","27,216","(+/-3,061)","20,768","(+/-2,214)","30,446","(+/-2,787)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","29,522","(+/-3,101)","36,782","(+/-3,386)","28,374","(+/-3,318)","27,204","(+/-3,536)","23,151","(+/-3,305)","27,604","(+/-3,119)","28,260","(+/-3,723)","24,608","(+/-3,144)","25,990","(+/-3,422)","25,216","(+/-2,702)","22,880","(+/-2,437)","37,332","(+/-2,398)","35,051","(+/-2,504)","25,329","(+/-2,788)","36,258","(+/-2,438)","32,795","(+/-3,084)","42,714","(+/-3,116)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","41,846","(+/-4,320)","53,062","(+/-3,886)","42,524","(+/-3,872)","45,005","(+/-4,403)","43,353","(+/-3,838)","39,928","(+/-2,937)","40,857","(+/-4,588)","48,382","(+/-4,382)","43,457","(+/-3,798)","40,408","(+/-3,355)","40,472","(+/-3,529)","54,432","(+/-3,006)","60,860","(+/-3,900)","43,066","(+/-2,700)","54,635","(+/-3,386)","53,960","(+/-3,767)","58,867","(+/-3,722)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","35,417","(+/-3,243)","38,267","(+/-3,662)","34,349","(+/-3,145)","28,624","(+/-3,424)","40,845","(+/-3,373)","40,962","(+/-3,999)","35,850","(+/-4,128)","42,186","(+/-3,422)","40,398","(+/-3,314)","35,203","(+/-3,180)","37,711","(+/-3,160)","39,996","(+/-2,835)","38,947","(+/-3,602)","36,376","(+/-3,038)","42,479","(+/-2,674)","40,899","(+/-2,500)","42,844","(+/-3,770)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","48,759","(+/-4,335)","41,103","(+/-3,246)","48,051","(+/-3,246)","42,595","(+/-3,806)","58,270","(+/-4,634)","62,030","(+/-4,590)","55,249","(+/-4,971)","60,465","(+/-3,754)","49,637","(+/-3,840)","51,480","(+/-3,819)","57,205","(+/-3,768)","50,635","(+/-2,934)","45,906","(+/-2,863)","56,339","(+/-3,494)","54,581","(+/-3,133)","61,073","(+/-3,023)","46,117","(+/-2,985)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","24,683","(+/-2,818)","17,702","(+/-2,535)","26,594","(+/-2,620)","19,441","(+/-2,564)","37,982","(+/-3,575)","34,731","(+/-2,825)","29,183","(+/-3,493)","34,375","(+/-3,356)","30,940","(+/-2,980)","29,200","(+/-2,834)","35,323","(+/-2,954)","21,242","(+/-1,807)","17,763","(+/-2,205)","27,484","(+/-2,622)","21,110","(+/-2,137)","29,965","(+/-2,646)","17,531","(+/-2,016)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","24,640","(+/-3,020)","16,188","(+/-2,213)","31,279","(+/-2,522)","23,427","(+/-2,401)","76,390","(+/-4,857)","43,137","(+/-2,583)","50,512","(+/-5,347)","34,942","(+/-2,581)","54,358","(+/-3,333)","54,953","(+/-2,969)","50,323","(+/-3,059)","17,009","(+/-1,980)","19,325","(+/-2,032)","29,571","(+/-2,646)","20,029","(+/-1,939)","27,982","(+/-2,750)","12,882","(+/-1,522)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","64,107","(+/-2,842)","57,780","(+/-2,258)","78,452","(+/-2,869)","69,123","(+/-3,338)","104,191","(+/-3,400)","95,298","(+/-2,526)","76,365","(+/-2,814)","91,317","(+/-2,271)","86,692","(+/-2,687)","98,057","(+/-2,641)","99,802","(+/-2,449)","62,253","(+/-1,663)","59,843","(+/-1,528)","86,174","(+/-2,522)","66,614","(+/-1,932)","78,393","(+/-1,964)","56,834","(+/-2,104)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","86,940","(+/-2,909)","79,167","(+/-3,337)","105,382","(+/-3,259)","97,853","(+/-3,527)","152,955","(+/-3,864)","127,025","(+/-3,499)","114,233","(+/-5,332)","114,606","(+/-2,986)","123,615","(+/-3,815)","147,740","(+/-4,812)","132,354","(+/-4,533)","81,681","(+/-2,258)","80,633","(+/-2,675)","107,711","(+/-2,368)","86,739","(+/-2,343)","100,956","(+/-2,727)","75,990","(+/-2,058)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","724,221","(+/-17,280)","720,265","(+/-14,811)","704,012","(+/-18,858)","708,921","(+/-18,043)","727,508","(+/-20,946)","732,967","(+/-12,917)","755,573","(+/-22,125)","745,833","(+/-10,022)","720,633","(+/-16,906)","725,483","(+/-7,695)","760,838","(+/-12,675)","725,089","(+/-4,813)","730,510","(+/-10,746)","747,804","(+/-8,621)","725,898","(+/-10,134)","735,840","(+/-11,096)","722,011","(+/-9,318)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","683,511","(+/-16,931)","667,750","(+/-14,808)","615,584","(+/-17,741)","622,713","(+/-16,913)","692,061","(+/-20,272)","694,757","(+/-13,457)","699,809","(+/-20,492)","683,901","(+/-11,025)","669,321","(+/-16,406)","673,882","(+/-10,351)","721,269","(+/-12,445)","688,420","(+/-5,590)","699,282","(+/-10,883)","702,528","(+/-8,919)","692,370","(+/-10,100)","707,973","(+/-10,957)","685,040","(+/-9,636)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","469,449","(+/-13,377)","413,962","(+/-15,202)","433,824","(+/-13,466)","405,142","(+/-16,533)","585,945","(+/-19,690)","552,759","(+/-13,627)","463,553","(+/-15,960)","532,130","(+/-15,614)","523,671","(+/-14,953)","545,921","(+/-11,643)","582,372","(+/-13,338)","493,540","(+/-9,849)","496,938","(+/-12,357)","555,294","(+/-11,580)","516,234","(+/-11,614)","559,692","(+/-11,110)","474,277","(+/-10,328)"
Socioeconomic,"Health Insurance Coverage","With public coverage","294,376","(+/-14,972)","341,244","(+/-14,522)","235,021","(+/-12,373)","267,589","(+/-13,102)","172,531","(+/-8,650)","238,134","(+/-11,931)","298,253","(+/-15,388)","221,839","(+/-10,869)","223,226","(+/-11,866)","215,197","(+/-6,530)","222,907","(+/-10,261)","310,788","(+/-8,155)","302,725","(+/-9,957)","233,661","(+/-8,120)","294,086","(+/-8,063)","262,745","(+/-9,906)","308,753","(+/-9,475)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","40,710","(+/-5,889)","52,515","(+/-6,015)","88,428","(+/-8,805)","86,208","(+/-9,221)","35,447","(+/-4,656)","38,210","(+/-5,309)","55,764","(+/-6,371)","61,932","(+/-7,170)","51,312","(+/-6,609)","51,601","(+/-6,155)","39,569","(+/-4,919)","36,669","(+/-3,325)","31,228","(+/-3,514)","45,276","(+/-5,494)","33,528","(+/-3,552)","27,867","(+/-4,381)","36,971","(+/-2,984)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","169,632","(+/-10,394)","178,949","(+/-8,971)","161,443","(+/-10,403)","174,868","(+/-9,280)","140,051","(+/-8,831)","166,834","(+/-8,766)","166,486","(+/-11,432)","172,481","(+/-6,893)","148,389","(+/-8,265)","178,187","(+/-4,216)","186,462","(+/-6,247)","171,536","(+/-3,746)","161,781","(+/-6,197)","192,516","(+/-4,949)","168,516","(+/-5,546)","174,247","(+/-5,605)","166,951","(+/-5,569)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","3,866","(+/-1,254)","5,632","(+/-2,013)","11,664","(+/-4,038)","7,948","(+/-2,434)","2,524","(+/-1,175)","3,273","(+/-1,393)","6,826","(+/-2,558)","4,711","(+/-1,799)","6,220","(+/-2,066)","8,498","(+/-2,329)","4,534","(+/-1,688)","6,348","(+/-1,580)","3,382","(+/-1,177)","6,645","(+/-1,892)","7,046","(+/-1,875)","4,955","(+/-1,655)","4,897","(+/-1,291)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.8,(+/-1.6),13.7,(+/-1.9),9.7,(+/-1.6),10.9,(+/-1.5),4.6,(+/-0.8),5.3,(+/-0.9),14.7,(+/-1.6),5.3,(+/-0.9),6.0,(+/-1.0),5.6,(+/-1.0),4.5,(+/-0.9),9.3,(+/-1.0),11.5,(+/-1.6),7.3,(+/-1.1),7.4,(+/-0.8),5.5,(+/-0.7),11.1,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.4,(+/-2.4),21.7,(+/-3.2),14.5,(+/-3.0),14.3,(+/-2.5),6.1,(+/-1.5),8.4,(+/-1.8),22.0,(+/-3.1),7.4,(+/-1.8),9.5,(+/-2.2),8.5,(+/-1.6),7.3,(+/-1.5),15.2,(+/-1.9),18.8,(+/-3.0),11.2,(+/-1.8),11.4,(+/-1.3),9.7,(+/-1.5),18.8,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.1,(+/-4.7),18.5,(+/-6.9),8.0,(+/-5.5),7.4,(+/-5.1),2.8,(+/-2.3),7.1,(+/-3.9),15.4,(+/-8.0),9.0,(+/-4.8),4.9,(+/-3.8),4.2,(+/-3.2),3.7,(+/-2.4),20.2,(+/-5.1),19.9,(+/-6.6),7.8,(+/-4.0),15.1,(+/-4.8),7.5,(+/-2.9),20.8,(+/-6.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.1,(+/-1.0),6.5,(+/-1.5),6.1,(+/-1.2),6.3,(+/-1.2),3.5,(+/-0.9),3.1,(+/-0.8),5.9,(+/-1.8),2.7,(+/-0.7),4.1,(+/-0.9),3.0,(+/-0.8),2.0,(+/-0.6),4.7,(+/-0.7),4.2,(+/-1.2),3.2,(+/-0.8),3.3,(+/-0.7),2.5,(+/-0.5),5.0,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.4,(+/-1.8),10.3,(+/-3.8),7.2,(+/-2.0),7.6,(+/-2.2),3.6,(+/-1.3),4.4,(+/-1.5),9.3,(+/-3.4),3.0,(+/-1.0),5.7,(+/-1.8),3.9,(+/-1.4),2.4,(+/-1.0),7.1,(+/-1.5),5.2,(+/-2.2),3.9,(+/-1.3),3.2,(+/-1.0),3.5,(+/-1.1),7.3,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.5,(+/-0.8),5.4,(+/-5.0),5.3,(+/-5.3),2.1,(+/-2.1),1.2,(+/-1.2),3.7,(+/-2.4),4.2,(+/-3.5),3.4,(+/-3.0),5.0,(+/-4.1),3.1,(+/-3.3),0.5,(+/-0.8),6.6,(+/-5.1),4.1,(+/-2.9),2.2,(+/-2.0),7.5,(+/-5.1),1.4,(+/-1.3),5.9,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",25.2,(+/-3.7),26.6,(+/-3.8),21.5,(+/-5.6),22.9,(+/-5.2),10.1,(+/-3.4),15.9,(+/-4.2),29.6,(+/-4.3),15.3,(+/-4.3),14.5,(+/-4.9),19.0,(+/-5.2),17.6,(+/-4.6),27.7,(+/-4.1),33.9,(+/-5.1),22.4,(+/-4.3),24.8,(+/-3.5),22.3,(+/-3.7),31.6,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",34.6,(+/-5.0),34.7,(+/-5.0),33.8,(+/-9.2),29.0,(+/-6.7),16.3,(+/-5.4),23.8,(+/-7.6),36.8,(+/-5.9),23.1,(+/-7.4),23.0,(+/-7.7),28.1,(+/-7.8),26.9,(+/-6.6),36.0,(+/-5.6),45.5,(+/-6.9),30.0,(+/-5.9),32.9,(+/-4.8),32.4,(+/-5.8),38.8,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.7,(+/-9.4),32.1,(+/-12.8),20.0,(+/-16.2),28.8,(+/-22.8),4.9,(+/-5.5),25.5,(+/-22.6),43.5,(+/-24.4),44.9,(+/-28.1),7.5,(+/-12.6),7.9,(+/-13.4),28.8,(+/-20.3),54.1,(+/-13.5),54.6,(+/-16.1),35.8,(+/-18.2),36.2,(+/-14.8),31.5,(+/-14.2),47.2,(+/-12.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.6,(+/-1.5),18.1,(+/-1.8),13.0,(+/-1.5),12.6,(+/-1.5),7.5,(+/-0.9),7.3,(+/-1.0),18.8,(+/-1.4),6.9,(+/-0.9),10.3,(+/-1.0),8.0,(+/-1.0),6.9,(+/-0.9),13.6,(+/-1.0),17.9,(+/-1.4),9.9,(+/-1.1),11.3,(+/-0.7),8.2,(+/-0.8),16.9,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",22.6,(+/-2.8),27.4,(+/-4.3),18.8,(+/-3.7),17.6,(+/-3.2),6.8,(+/-1.9),9.5,(+/-2.3),27.3,(+/-3.7),8.6,(+/-2.2),11.5,(+/-3.2),10.3,(+/-2.2),9.0,(+/-1.9),16.9,(+/-2.2),22.0,(+/-3.2),14.2,(+/-2.5),13.2,(+/-1.8),10.3,(+/-1.7),23.5,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.2,(+/-2.8),27.2,(+/-4.4),18.2,(+/-3.7),17.1,(+/-3.2),6.6,(+/-1.9),9.3,(+/-2.3),27.1,(+/-3.8),8.6,(+/-2.2),11.4,(+/-3.2),10.1,(+/-2.2),8.8,(+/-1.8),16.5,(+/-2.2),21.6,(+/-3.2),13.9,(+/-2.5),12.8,(+/-1.8),9.8,(+/-1.7),23.0,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",23.8,(+/-5.2),29.9,(+/-6.5),19.2,(+/-7.1),13.6,(+/-4.7),5.1,(+/-3.4),8.5,(+/-3.2),28.4,(+/-6.1),9.9,(+/-3.5),10.3,(+/-4.5),9.7,(+/-3.6),9.8,(+/-3.7),21.1,(+/-3.2),26.7,(+/-4.6),16.0,(+/-4.5),16.3,(+/-3.3),9.4,(+/-2.4),25.2,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.7,(+/-2.7),26.4,(+/-4.3),17.9,(+/-3.3),18.2,(+/-3.3),7.3,(+/-2.0),9.6,(+/-2.6),26.6,(+/-3.9),8.2,(+/-2.3),11.8,(+/-3.5),10.2,(+/-2.6),8.5,(+/-1.8),15.1,(+/-2.5),19.5,(+/-3.5),13.3,(+/-2.5),11.7,(+/-1.9),10.0,(+/-1.8),22.2,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.9,(+/-1.2),15.3,(+/-1.3),11.5,(+/-1.2),11.1,(+/-1.2),7.6,(+/-0.8),6.7,(+/-0.8),16.5,(+/-1.3),6.4,(+/-0.7),10.0,(+/-0.9),7.3,(+/-0.8),6.2,(+/-0.8),12.7,(+/-0.9),16.9,(+/-1.2),8.6,(+/-0.9),10.7,(+/-0.6),7.7,(+/-0.6),15.1,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",14.8,(+/-1.8),12.5,(+/-1.7),15.5,(+/-2.7),12.6,(+/-2.1),9.0,(+/-1.4),6.5,(+/-1.1),18.6,(+/-3.0),8.1,(+/-1.6),9.2,(+/-1.5),7.0,(+/-1.3),7.0,(+/-1.3),10.6,(+/-1.2),9.3,(+/-1.2),8.5,(+/-1.6),10.3,(+/-1.0),6.5,(+/-1.0),10.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.0,(+/-1.7),15.6,(+/-2.4),10.8,(+/-1.9),10.9,(+/-1.7),4.6,(+/-0.9),5.6,(+/-1.1),16.4,(+/-2.0),5.3,(+/-1.0),6.6,(+/-1.2),5.9,(+/-1.1),5.0,(+/-0.9),9.7,(+/-1.1),13.2,(+/-1.6),8.0,(+/-1.2),7.6,(+/-0.8),5.7,(+/-0.8),13.1,(+/-1.5)
